timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1365824863663,12,Saturday,23.12434921,113.36236223,1,$
1365824913967,12,Saturday,23.12436,113.36226,0,S
1365824964271,12,Saturday,23.12478,113.3623,0,E
1365825014577,12,Saturday,23.12474862,113.36272253,1,N
1365825054596,12,Saturday,23.12478,113.3623,0,S
1365825094615,12,Saturday,23.12486,113.36231,0,E
1365825134634,12,Saturday,23.12482208,113.36280621,1,N
1365825389754,12,Saturday,23.12486,113.36231,0,S
1365825644875,13,Saturday,23.12451097,113.36307682,1,NW
1365825671136,13,Saturday,23.12499,113.36225,0,SW
1365825697397,13,Saturday,23.12383,113.36215,0,E
1365825723658,13,Saturday,23.12346,113.36212,0,E
1365825749919,13,Saturday,23.12345,113.36218,0,N
1365825776180,13,Saturday,23.12353,113.36218,0,E
1365825802441,13,Saturday,23.12385,113.36222,0,E
1365825828702,13,Saturday,23.12457,113.36228,0,E
1365825854969,13,Saturday,23.12501026,113.36199048,1,SW
1365825869051,13,Saturday,23.12499,113.36225,0,N
1365825883133,13,Saturday,23.12383,113.36215,0,E
1365825897215,13,Saturday,23.12346,113.36212,0,E
1365825911297,13,Saturday,23.12345,113.36218,0,N
1365825925379,13,Saturday,23.12353,113.36218,0,E
1365825939461,13,Saturday,23.12385,113.36222,0,E
1365825953543,13,Saturday,23.12457,113.36228,0,E
1365825967625,13,Saturday,23.12473,113.3623,0,E
1365825981707,13,Saturday,23.1247042,113.36263789,1,N
1365825994303,13,Saturday,23.12482,113.36223,0,S
1365826006899,13,Saturday,23.12383,113.36215,0,E
1365826019495,13,Saturday,23.12346,113.36212,0,E
1365826032091,13,Saturday,23.12345,113.36218,0,N
1365826044687,13,Saturday,23.12353,113.36218,0,E
1365826057283,13,Saturday,23.12385,113.36222,0,E
1365826069879,13,Saturday,23.12457,113.36228,0,E
1365826082475,13,Saturday,23.12473,113.3623,0,E
1365826095075,13,Saturday,23.12483327,113.36204651,1,S
1365826108414,13,Saturday,23.12482,113.36223,0,N
1365826121753,13,Saturday,23.12383,113.36215,0,E
1365826135092,13,Saturday,23.12346,113.36212,0,E
1365826148431,13,Saturday,23.12345,113.36218,0,N
1365826161770,13,Saturday,23.12353,113.36218,0,E
1365826175109,13,Saturday,23.12385,113.36222,0,E
1365826188448,13,Saturday,23.12457,113.36228,0,E
1365826201787,13,Saturday,23.12488,113.36231,0,E
1365826215134,13,Saturday,23.1248665,113.36247663,1,N
1365826260999,13,Saturday,23.1247,113.36229,0,SE
1365826306864,13,Saturday,23.12488,113.36231,0,E
1365826352731,13,Saturday,23.12469858,113.36233927,1,W
1365826397747,13,Saturday,23.1247,113.36229,0,S
1365826442764,13,Saturday,23.12462895,113.36239301,1,NW
1365826483097,13,Saturday,23.12464,113.36229,0,S
1365826523430,13,Saturday,23.12473,113.3623,0,E
1365826563764,13,Saturday,23.12473146,113.36229799,1,SW
1365826613100,13,Saturday,23.1245,113.36228,0,E
1365826662436,13,Saturday,23.12473,113.3623,0,E
1365826711773,13,Saturday,23.12447207,113.36260127,1,NW
