timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1364512596939,08,Friday,23.12583714,113.43059117,1,$
1364512615399,08,Friday,23.12432,113.43185,0,NW
1364512633859,08,Friday,23.12429,113.43177,0,S
1364512652319,08,Friday,23.12425,113.43174,0,SE
1364512670779,08,Friday,23.12417,113.4317,0,SE
1364512689239,08,Friday,23.12409,113.43168,0,E
1364512707699,08,Friday,23.12396,113.43171,0,W
1364512726159,08,Friday,23.1239,113.43178,0,NW
1364512744619,08,Friday,23.12371,113.4325,0,N
1364512763079,08,Friday,23.12355,113.43311,0,N
1364512781539,08,Friday,23.12354,113.43337,0,N
1364512799999,08,Friday,23.12356,113.43355,0,N
1364512818459,08,Friday,23.12346,113.43393,0,N
1364512836919,08,Friday,23.12343,113.43404,0,N
1364512855379,08,Friday,23.12289,113.43614,0,N
1364512873839,08,Friday,23.1227,113.43686,0,N
1364512892299,08,Friday,23.12264,113.43696,0,NW
1364512910759,08,Friday,23.12256,113.43714,0,NW
1364512929219,08,Friday,23.12233,113.43794,0,N
1364512947679,08,Friday,23.12213,113.43874,0,N
1364512966139,08,Friday,23.12206,113.43902,0,N
1364512984599,08,Friday,23.12213,113.43918,0,NE
1364513003059,08,Friday,23.12232,113.43965,0,N
1364513021519,08,Friday,23.12272,113.43974,0,E
1364513039979,08,Friday,23.12267,113.44009,0,N
1364513058439,08,Friday,23.12258,113.44043,0,N
1364513076899,08,Friday,23.1226,113.44055,0,N
1364513095359,08,Friday,23.12258,113.44073,0,N
1364513113819,08,Friday,23.12265,113.4408,0,NE
1364513132279,08,Friday,23.12295,113.44097,0,NE
1364513150739,08,Friday,23.12304,113.44098,0,E
1364513169199,08,Friday,23.12317,113.44096,0,W
1364513187659,08,Friday,23.12342,113.44074,0,SW
1364513206119,08,Friday,23.12346,113.44072,0,SW
1364513224579,08,Friday,23.12357,113.44072,0,E
1364513243039,08,Friday,23.12404,113.4407,0,W
1364513261499,08,Friday,23.12495,113.44061,0,W
1364513279959,08,Friday,23.12519,113.44061,0,E
1364513298419,08,Friday,23.12533,113.44066,0,E
1364513316879,08,Friday,23.12594,113.441,0,NE
1364513335339,08,Friday,23.12655,113.44135,0,NE
1364513353799,08,Friday,23.12675,113.44144,0,NE
1364513372259,08,Friday,23.12687,113.44149,0,NE
1364513390719,08,Friday,23.12701,113.44151,0,E
1364513409179,08,Friday,23.12775,113.44151,0,E
1364513427639,08,Friday,23.12788,113.44151,0,E
1364513446099,08,Friday,23.12792,113.44161,0,N
1364513464559,08,Friday,23.12798,113.44174,0,NE
1364513483019,08,Friday,23.12805,113.44185,0,NE
1364513501479,08,Friday,23.1282,113.442,0,NE
1364513519939,08,Friday,23.13032,113.44312,0,NE
1364513538399,08,Friday,23.13147,113.44366,0,NE
1364513556859,08,Friday,23.13185,113.44374,0,E
1364513575319,08,Friday,23.13373,113.44385,0,E
1364513593779,08,Friday,23.13365,113.44368,0,SE
1364513612239,08,Friday,23.13358,113.44351,0,S
1364513630699,08,Friday,23.13355,113.44327,0,S
1364513649159,08,Friday,23.13353,113.44295,0,S
1364513667619,08,Friday,23.13355,113.44269,0,S
1364513686079,08,Friday,23.13365,113.44234,0,S
1364513704539,08,Friday,23.1338,113.44193,0,S
1364513722999,08,Friday,23.13411,113.44121,0,SW
1364513741459,08,Friday,23.13428,113.44098,0,SW
1364513759919,08,Friday,23.13432,113.44089,0,SW
1364513778379,08,Friday,23.13436,113.44068,0,S
1364513796839,08,Friday,23.13445,113.44042,0,S
1364513815299,08,Friday,23.13473,113.43983,0,SW
1364513833759,08,Friday,23.13488,113.43938,0,S
1364513852219,08,Friday,23.13493,113.43908,0,S
1364513870679,08,Friday,23.13493,113.43887,0,S
1364513889139,08,Friday,23.13489,113.43875,0,S
1364513907599,08,Friday,23.13471,113.43857,0,SE
1364513926059,08,Friday,23.1343,113.43828,0,SE
1364513944519,08,Friday,23.13359,113.43797,0,SE
1364513962979,08,Friday,23.13321,113.43773,0,SE
1364513981439,08,Friday,23.13314,113.43754,0,S
1364513999899,08,Friday,23.13255,113.43491,0,S
1364514018359,08,Friday,23.1322,113.43527,0,NW
1364514036819,08,Friday,23.13206,113.43537,0,NW
1364514055279,08,Friday,23.13163,113.43551,0,W
1364514073739,08,Friday,23.13092,113.43568,0,W
1364514092199,08,Friday,23.12999,113.43577,0,W
1364514110659,08,Friday,23.12941,113.43584,0,W
1364514129119,08,Friday,23.12876,113.43596,0,W
1364514147579,08,Friday,23.12866,113.43589,0,SE
1364514166039,08,Friday,23.12752,113.43482,0,SE
1364514184499,08,Friday,23.12714,113.43444,0,SE
1364514202959,08,Friday,23.127,113.43426,0,SE
1364514221419,08,Friday,23.12686,113.43399,0,SE
1364514239879,08,Friday,23.12678,113.43368,0,S
1364514258339,08,Friday,23.12667,113.43252,0,S
1364514276799,08,Friday,23.12666,113.43231,0,S
1364514295259,08,Friday,23.12667,113.4306,0,S
1364514313744,08,Friday,23.12504279,113.43166297,1,NW
1364534649954,14,Friday,23.12504279,113.43166297,1,stat
1364547479529,17,Friday,23.12504279,113.43166297,1,stat
1364552207034,19,Friday,23.12504279,113.43166297,1,stat
1364556147240,20,Friday,23.12504279,113.43166297,1,stat
1364556189522,20,Friday,23.12432,113.43185,0,W
1364556231804,20,Friday,23.12429,113.43177,0,S
1364556274086,20,Friday,23.12425,113.43174,0,SE
1364556316368,20,Friday,23.12417,113.4317,0,SE
1364556358650,20,Friday,23.12409,113.43168,0,E
1364556400932,20,Friday,23.12396,113.43171,0,W
1364556443214,20,Friday,23.1239,113.43178,0,NW
1364556485496,20,Friday,23.12371,113.4325,0,N
1364556527778,20,Friday,23.12355,113.43311,0,N
1364556570060,20,Friday,23.12354,113.43337,0,N
1364556612342,20,Friday,23.12356,113.43355,0,N
1364556654624,20,Friday,23.12346,113.43393,0,N
1364556696906,20,Friday,23.12343,113.43404,0,N
1364556739188,20,Friday,23.12261,113.43723,0,N
1364556781470,20,Friday,23.12205,113.43949,0,N
1364556823752,20,Friday,23.12133,113.44242,0,N
1364556866034,20,Friday,23.12119,113.44301,0,N
1364556908316,20,Friday,23.12025,113.44639,0,N
1364556950598,20,Friday,23.11949,113.44952,0,N
1364556992880,20,Friday,23.11939,113.44997,0,N
1364557035162,20,Friday,23.1194,113.45,0,N
1364557077444,20,Friday,23.11911,113.45112,0,N
1364557119726,20,Friday,23.11847,113.45373,0,N
1364557162008,20,Friday,23.11838,113.45402,0,N
1364557204290,20,Friday,23.11832,113.45412,0,NW
1364557246572,20,Friday,23.11822,113.45421,0,NW
