timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1364339740410,08,Wednesday,23.12492474,113.36224568,1,$
1364339753288,08,Wednesday,23.12492,113.36224,0,SE
1364339766166,08,Wednesday,23.12383,113.36215,0,E
1364339779044,08,Wednesday,23.12346,113.36212,0,E
1364339791922,08,Wednesday,23.12345,113.36218,0,N
1364339804800,08,Wednesday,23.12353,113.36218,0,E
1364339817678,08,Wednesday,23.12385,113.36222,0,E
1364339830556,08,Wednesday,23.12457,113.36228,0,E
1364339843434,08,Wednesday,23.12479,113.3623,0,E
1364339856318,08,Wednesday,23.12474928,113.36287379,1,N
1364340010530,08,Wednesday,23.1247648,113.36256759,1,S
1364340039460,08,Wednesday,23.12473,113.3623,0,S
1364340068390,08,Wednesday,23.12479,113.3623,0,E
1364340097321,08,Wednesday,23.12472375,113.36236247,1,NW
1364340109393,08,Wednesday,23.12473,113.3623,0,S
1364340121465,08,Wednesday,23.12675,113.3625,0,E
1364340133537,08,Wednesday,23.12727,113.36255,0,E
1364340145609,08,Wednesday,23.12767,113.36263,0,E
1364340157681,08,Wednesday,23.12832,113.3628,0,E
1364340169753,08,Wednesday,23.12872,113.36284,0,E
1364340181825,08,Wednesday,23.1288,113.36285,0,E
1364340193897,08,Wednesday,23.1288,113.36278,0,S
1364340205969,08,Wednesday,23.12848,113.36276,0,E
1364340218041,08,Wednesday,23.12791,113.36262,0,E
1364340230113,08,Wednesday,23.12746,113.36251,0,E
1364340242185,08,Wednesday,23.12672,113.36243,0,E
1364340254257,08,Wednesday,23.12527,113.36227,0,E
1364340266329,08,Wednesday,23.12402,113.36216,0,E
1364340278401,08,Wednesday,23.12353,113.36213,0,E
1364340290473,08,Wednesday,23.12346,113.36212,0,E
1364340302545,08,Wednesday,23.12358,113.36165,0,S
1364340314617,08,Wednesday,23.12363,113.36143,0,S
1364340326689,08,Wednesday,23.12378,113.36145,0,E
1364340338761,08,Wednesday,23.12397,113.36147,0,E
1364340350833,08,Wednesday,23.12401,113.36144,0,SW
1364340362905,08,Wednesday,23.12403,113.36139,0,S
1364340374977,08,Wednesday,23.12408,113.36098,0,S
1364340387049,08,Wednesday,23.12413,113.36088,0,SW
1364340399121,08,Wednesday,23.12419,113.36081,0,SW
1364340411193,08,Wednesday,23.12427,113.36076,0,SW
1364340423265,08,Wednesday,23.12437,113.36074,0,W
1364340435356,08,Wednesday,23.12475327,113.36151957,1,NE
1364340475563,08,Wednesday,23.12498,113.36094,0,S
1364340515770,08,Wednesday,23.12477,113.36086,0,E
1364340555979,08,Wednesday,23.12486523,113.36052528,1,S
1364340560308,08,Wednesday,23.12368,113.36945,0,N
1364340564637,08,Wednesday,23.12247,113.36944,0,E
1364340568966,08,Wednesday,23.12213,113.36947,0,W
1364340573295,08,Wednesday,23.12173,113.36947,0,W
1364340577624,08,Wednesday,23.12156,113.36947,0,W
1364340581953,08,Wednesday,23.12139,113.36945,0,E
1364340586282,08,Wednesday,23.12123,113.36942,0,E
1364340590611,08,Wednesday,23.12145,113.36856,0,S
1364340594940,08,Wednesday,23.12167,113.3678,0,S
1364340599269,08,Wednesday,23.12199,113.36677,0,S
1364340603598,08,Wednesday,23.12248,113.36523,0,S
1364340607927,08,Wednesday,23.12259,113.3649,0,S
1364340612256,08,Wednesday,23.12269,113.36469,0,SW
1364340616585,08,Wednesday,23.12277,113.36445,0,S
1364340620914,08,Wednesday,23.12327,113.36284,0,S
1364340625243,08,Wednesday,23.12346,113.36212,0,S
1364340629572,08,Wednesday,23.12363,113.36143,0,S
1364340633901,08,Wednesday,23.12395,113.36147,0,E
1364340638230,08,Wednesday,23.12399,113.36146,0,W
1364340642559,08,Wednesday,23.12402,113.36142,0,SW
1364340646888,08,Wednesday,23.12406,113.36108,0,S
1364340651217,08,Wednesday,23.1241,113.36092,0,S
1364340655546,08,Wednesday,23.12415,113.36084,0,SW
1364340659875,08,Wednesday,23.12423,113.36078,0,SW
1364340664204,08,Wednesday,23.12432,113.36074,0,SW
1364340668533,08,Wednesday,23.12443,113.36075,0,E
1364340672862,08,Wednesday,23.12477,113.36086,0,E
1364340677207,08,Wednesday,23.1236854,113.36965925,1,N
1364340679366,08,Wednesday,23.14078,113.37148,0,E
1364340681525,08,Wednesday,23.14,113.37339,0,N
1364340683684,08,Wednesday,23.13994,113.37355,0,N
1364340685843,08,Wednesday,23.1397,113.37386,0,NW
1364340688002,08,Wednesday,23.13962,113.37402,0,NW
1364340690161,08,Wednesday,23.13936,113.37464,0,NW
1364340692320,08,Wednesday,23.13893,113.37568,0,N
1364340694479,08,Wednesday,23.13877,113.37606,0,NW
1364340696638,08,Wednesday,23.13869,113.37621,0,NW
1364340698797,08,Wednesday,23.13857,113.37632,0,NW
1364340700956,08,Wednesday,23.13848,113.37637,0,NW
1364340703115,08,Wednesday,23.13821,113.37645,0,W
1364340705274,08,Wednesday,23.13759,113.3763,0,E
1364340707433,08,Wednesday,23.13705,113.37617,0,E
1364340709592,08,Wednesday,23.13627,113.37598,0,E
1364340711751,08,Wednesday,23.13586,113.37591,0,E
1364340713910,08,Wednesday,23.13549,113.37589,0,E
1364340716069,08,Wednesday,23.13516,113.37593,0,W
1364340718228,08,Wednesday,23.13487,113.37601,0,W
1364340720387,08,Wednesday,23.13466,113.37608,0,W
1364340722546,08,Wednesday,23.13446,113.37617,0,NW
1364340724705,08,Wednesday,23.13377,113.37649,0,NW
1364340726864,08,Wednesday,23.13346,113.37658,0,W
1364340729023,08,Wednesday,23.13316,113.37662,0,W
1364340731182,08,Wednesday,23.13283,113.37661,0,E
1364340733341,08,Wednesday,23.13252,113.37656,0,E
1364340735500,08,Wednesday,23.13223,113.37648,0,E
1364340737659,08,Wednesday,23.13004,113.37593,0,E
1364340739818,08,Wednesday,23.1283,113.37552,0,E
1364340741977,08,Wednesday,23.12714,113.37522,0,E
1364340744136,08,Wednesday,23.12687,113.37515,0,E
1364340746295,08,Wednesday,23.12675,113.37507,0,SE
1364340748454,08,Wednesday,23.12655,113.37499,0,E
1364340750613,08,Wednesday,23.12619,113.3748,0,SE
1364340752772,08,Wednesday,23.12588,113.37459,0,SE
1364340754931,08,Wednesday,23.1257,113.37445,0,SE
1364340757090,08,Wednesday,23.12545,113.3743,0,SE
1364340759249,08,Wednesday,23.12514,113.37421,0,E
1364340761408,08,Wednesday,23.12469,113.37417,0,E
1364340763567,08,Wednesday,23.12378,113.37417,0,W
1364340765726,08,Wednesday,23.12322,113.37419,0,W
1364340767885,08,Wednesday,23.12247,113.37421,0,W
1364340770044,08,Wednesday,23.12212,113.37424,0,W
1364340772203,08,Wednesday,23.1212,113.37436,0,W
1364340774362,08,Wednesday,23.12048,113.37443,0,W
1364340776521,08,Wednesday,23.12032,113.37439,0,E
1364340778680,08,Wednesday,23.12025,113.37432,0,SE
1364340780839,08,Wednesday,23.1202,113.37424,0,SE
1364340782998,08,Wednesday,23.12018,113.37404,0,S
1364340785157,08,Wednesday,23.12035,113.37328,0,S
1364340787316,08,Wednesday,23.12041,113.37304,0,S
1364340789475,08,Wednesday,23.12043,113.3728,0,S
1364340791634,08,Wednesday,23.12045,113.37249,0,S
1364340793793,08,Wednesday,23.12064,113.37174,0,S
1364340795993,08,Wednesday,23.13939261,113.37081109,1,W
1364340799177,08,Wednesday,23.14078,113.37148,0,NE
1364340802361,08,Wednesday,23.13763,113.37916,0,N
1364340805545,08,Wednesday,23.13704,113.38063,0,N
1364340808729,08,Wednesday,23.13678,113.3814,0,N
1364340811913,08,Wednesday,23.13655,113.38217,0,N
1364340815097,08,Wednesday,23.13559,113.38617,0,N
1364340818281,08,Wednesday,23.1348,113.38947,0,N
1364340821465,08,Wednesday,23.13423,113.39182,0,N
1364340824649,08,Wednesday,23.13398,113.39284,0,N
1364340827833,08,Wednesday,23.1339,113.39293,0,NW
1364340831017,08,Wednesday,23.13381,113.39307,0,NW
1364340834201,08,Wednesday,23.13373,113.39325,0,NW
1364340837385,08,Wednesday,23.13325,113.39515,0,N
1364340840569,08,Wednesday,23.1332,113.39527,0,NW
1364340843753,08,Wednesday,23.13312,113.39537,0,NW
1364340846937,08,Wednesday,23.13304,113.39545,0,NW
1364340850121,08,Wednesday,23.13224,113.39519,0,E
1364340853305,08,Wednesday,23.13189,113.39503,0,SE
1364340856489,08,Wednesday,23.13002,113.39405,0,SE
1364340859673,08,Wednesday,23.13026,113.39272,0,S
1364340862857,08,Wednesday,23.13051,113.39138,0,S
1364340866041,08,Wednesday,23.13078,113.39038,0,S
1364340869225,08,Wednesday,23.13118,113.3883,0,S
1364340872409,08,Wednesday,23.13132,113.3875,0,S
1364340875593,08,Wednesday,23.13256,113.38778,0,E
1364340878777,08,Wednesday,23.13344,113.38797,0,E
1364340881961,08,Wednesday,23.1337,113.38802,0,E
1364340885145,08,Wednesday,23.13382,113.38803,0,E
1364340888329,08,Wednesday,23.13387,113.3879,0,S
1364340891513,08,Wednesday,23.1342,113.3865,0,S
1364340894697,08,Wednesday,23.13435,113.38577,0,S
1364340897881,08,Wednesday,23.13538,113.38609,0,E
1364340901065,08,Wednesday,23.13559,113.38617,0,E
1364340904249,08,Wednesday,23.1363,113.3864,0,E
1364340907433,08,Wednesday,23.13636,113.3864,0,E
1364340910617,08,Wednesday,23.13682,113.38454,0,S
1364340913801,08,Wednesday,23.13683,113.38449,0,S
1364340917015,08,Wednesday,23.1371195,113.38457678,1,E
1364340919323,08,Wednesday,23.13221,113.40512,0,N
1364340921631,08,Wednesday,23.1325,113.40504,0,W
1364340923939,08,Wednesday,23.13251,113.40502,0,SW
1364340926247,08,Wednesday,23.13275,113.40505,0,E
1364340928555,08,Wednesday,23.13354,113.40492,0,W
1364340930863,08,Wednesday,23.13456,113.40471,0,W
1364340933171,08,Wednesday,23.13458,113.40472,0,NE
1364340935479,08,Wednesday,23.13464,113.40473,0,E
1364340937787,08,Wednesday,23.13467,113.40514,0,N
1364340940095,08,Wednesday,23.13401,113.40527,0,W
1364340942403,08,Wednesday,23.13356,113.40539,0,W
1364340944711,08,Wednesday,23.13332,113.40544,0,W
1364340947019,08,Wednesday,23.13279,113.40549,0,W
1364340949327,08,Wednesday,23.13206,113.40544,0,E
1364340951635,08,Wednesday,23.13194,113.40546,0,W
1364340953943,08,Wednesday,23.1318,113.40552,0,NW
1364340956251,08,Wednesday,23.13163,113.40566,0,NW
1364340958559,08,Wednesday,23.13154,113.40583,0,NW
1364340960867,08,Wednesday,23.13146,113.40609,0,N
1364340963175,08,Wednesday,23.1314,113.40618,0,NW
1364340965483,08,Wednesday,23.1313,113.4062,0,W
1364340967791,08,Wednesday,23.13114,113.40618,0,E
1364340970099,08,Wednesday,23.13108,113.40611,0,SE
1364340972407,08,Wednesday,23.13107,113.406,0,S
1364340974715,08,Wednesday,23.13111,113.40579,0,S
1364340977023,08,Wednesday,23.13116,113.40561,0,S
1364340979331,08,Wednesday,23.13117,113.40534,0,S
1364340981639,08,Wednesday,23.13116,113.40513,0,S
1364340983947,08,Wednesday,23.13124,113.40479,0,S
1364340986255,08,Wednesday,23.13169,113.40299,0,S
1364340988563,08,Wednesday,23.13264,113.3991,0,S
1364340990871,08,Wednesday,23.13277,113.39842,0,S
1364340993179,08,Wednesday,23.13337,113.39588,0,S
1364340995487,08,Wednesday,23.13402,113.39336,0,S
1364340997795,08,Wednesday,23.13419,113.39271,0,S
1364341000103,08,Wednesday,23.13442,113.39186,0,S
1364341002411,08,Wednesday,23.13498,113.38951,0,S
1364341004719,08,Wednesday,23.1358,113.38623,0,S
1364341007027,08,Wednesday,23.1367,113.38252,0,S
1364341009335,08,Wednesday,23.13678,113.38225,0,S
1364341011643,08,Wednesday,23.13697,113.38198,0,SW
1364341013951,08,Wednesday,23.1371,113.38157,0,S
1364341016259,08,Wednesday,23.13715,113.38159,0,E
1364341018567,08,Wednesday,23.13744,113.38161,0,E
1364341020875,08,Wednesday,23.13748,113.38162,0,E
1364341023183,08,Wednesday,23.13752,113.38166,0,NE
1364341025491,08,Wednesday,23.13753,113.38173,0,N
1364341027799,08,Wednesday,23.13751,113.38186,0,N
1364341030107,08,Wednesday,23.13718,113.38308,0,N
1364341032415,08,Wednesday,23.13702,113.3837,0,N
1364341034723,08,Wednesday,23.13683,113.38449,0,N
1364341037069,08,Wednesday,23.13219253,113.40503855,1,N
1364341038957,08,Wednesday,23.12621,113.42477,0,N
1364341040845,08,Wednesday,23.12696,113.42211,0,S
1364341042733,08,Wednesday,23.12755,113.41976,0,S
1364341044621,08,Wednesday,23.12782,113.41878,0,S
1364341046509,08,Wednesday,23.12794,113.41819,0,S
1364341048397,08,Wednesday,23.12818,113.41717,0,S
1364341050285,08,Wednesday,23.12893,113.41412,0,S
1364341052173,08,Wednesday,23.12983,113.41058,0,S
1364341054061,08,Wednesday,23.13035,113.40844,0,S
1364341055949,08,Wednesday,23.13082,113.40652,0,S
1364341057837,08,Wednesday,23.13113,113.40529,0,S
1364341059725,08,Wednesday,23.13169,113.40299,0,S
1364341061613,08,Wednesday,23.13264,113.3991,0,S
1364341063501,08,Wednesday,23.13304,113.39819,0,SW
1364341065389,08,Wednesday,23.13315,113.39797,0,SW
1364341067277,08,Wednesday,23.13327,113.39782,0,SW
1364341069165,08,Wednesday,23.13346,113.39767,0,SW
1364341071053,08,Wednesday,23.1337,113.39754,0,SW
1364341072941,08,Wednesday,23.13395,113.39745,0,W
1364341074829,08,Wednesday,23.13417,113.39743,0,W
1364341076717,08,Wednesday,23.13435,113.39746,0,E
1364341078605,08,Wednesday,23.13457,113.39757,0,NE
1364341080493,08,Wednesday,23.13474,113.39771,0,NE
1364341082381,08,Wednesday,23.13498,113.39804,0,NE
1364341084269,08,Wednesday,23.13511,113.39818,0,NE
1364341086157,08,Wednesday,23.13532,113.39834,0,NE
1364341088045,08,Wednesday,23.13538,113.39848,0,NE
1364341089933,08,Wednesday,23.13577,113.39924,0,NE
1364341091821,08,Wednesday,23.13654,113.40071,0,NE
1364341093709,08,Wednesday,23.13668,113.40125,0,N
1364341095597,08,Wednesday,23.13674,113.40158,0,N
1364341097485,08,Wednesday,23.13674,113.40257,0,N
1364341099373,08,Wednesday,23.13629,113.40248,0,E
1364341101261,08,Wednesday,23.13594,113.40239,0,E
1364341103149,08,Wednesday,23.13581,113.40238,0,E
1364341105037,08,Wednesday,23.13533,113.40241,0,W
1364341106925,08,Wednesday,23.13494,113.4025,0,W
1364341108813,08,Wednesday,23.13434,113.40264,0,W
1364341110701,08,Wednesday,23.13413,113.40269,0,W
1364341112589,08,Wednesday,23.13412,113.4026,0,S
1364341114477,08,Wednesday,23.13409,113.40246,0,S
1364341116365,08,Wednesday,23.13398,113.40225,0,SE
1364341118253,08,Wednesday,23.13388,113.40209,0,SE
1364341120141,08,Wednesday,23.13378,113.40199,0,SE
1364341122029,08,Wednesday,23.13359,113.40186,0,SE
1364341123917,08,Wednesday,23.13338,113.4018,0,E
1364341125805,08,Wednesday,23.13306,113.40181,0,W
1364341127693,08,Wednesday,23.13281,113.40192,0,NW
1364341129581,08,Wednesday,23.13255,113.40216,0,NW
1364341131469,08,Wednesday,23.13244,113.40234,0,NW
1364341133357,08,Wednesday,23.13238,113.4025,0,N
1364341135245,08,Wednesday,23.13234,113.40277,0,N
1364341137133,08,Wednesday,23.13236,113.40301,0,N
1364341139021,08,Wednesday,23.13218,113.40341,0,NW
1364341140909,08,Wednesday,23.13207,113.40369,0,N
1364341142797,08,Wednesday,23.13196,113.40412,0,N
1364341144685,08,Wednesday,23.13193,113.40462,0,N
1364341146573,08,Wednesday,23.13195,113.40495,0,N
1364341148461,08,Wednesday,23.13199,113.40505,0,N
1364341150349,08,Wednesday,23.13202,113.4051,0,NE
1364341152237,08,Wednesday,23.13207,113.40513,0,NE
1364341154125,08,Wednesday,23.13221,113.40512,0,W
1364341156030,08,Wednesday,23.1269252,113.42500813,1,N
1364341158719,08,Wednesday,23.12621,113.42477,0,E
1364341161408,08,Wednesday,23.12696,113.42211,0,S
1364341164097,08,Wednesday,23.12715,113.42138,0,S
1364341166786,08,Wednesday,23.12733,113.42107,0,SW
1364341169475,08,Wednesday,23.12738,113.42084,0,S
1364341172164,08,Wednesday,23.12757,113.42004,0,S
1364341174853,08,Wednesday,23.1277,113.41951,0,S
1364341177542,08,Wednesday,23.12799,113.41842,0,S
1364341180231,08,Wednesday,23.12794,113.4183,0,SE
1364341182920,08,Wednesday,23.1279,113.41827,0,SE
1364341185609,08,Wednesday,23.1278,113.41824,0,E
1364341188298,08,Wednesday,23.12774,113.41824,0,W
1364341190987,08,Wednesday,23.12766,113.4183,0,NW
