timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1365378081697,08,Monday,23.12103153,113.37457961,1,$
1365378094598,08,Monday,23.1702,113.37874,0,E
1365378107499,08,Monday,23.17042,113.37764,0,S
1365378120400,08,Monday,23.17049,113.37752,0,SW
1365378133301,08,Monday,23.17063,113.37741,0,SW
1365378146202,08,Monday,23.17061,113.37714,0,S
1365378159103,08,Monday,23.17053,113.37716,0,W
1365378172004,08,Monday,23.17044,113.37716,0,W
1365378184905,08,Monday,23.1702,113.37706,0,SE
1365378197806,08,Monday,23.17005,113.37699,0,SE
1365378210707,08,Monday,23.16996,113.37694,0,SE
1365378223608,08,Monday,23.16984,113.37702,0,NW
1365378236509,08,Monday,23.16979,113.37707,0,NW
1365378249410,08,Monday,23.16975,113.37712,0,NW
1365378262311,08,Monday,23.16965,113.37743,0,N
1365378275212,08,Monday,23.1692,113.37946,0,N
1365378288113,08,Monday,23.16916,113.37949,0,NW
1365378301014,08,Monday,23.16914,113.37951,0,NW
1365378313915,08,Monday,23.16892,113.37946,0,E
1365378326816,08,Monday,23.16875,113.37943,0,E
1365378339717,08,Monday,23.16889,113.37955,0,NE
1365378352618,08,Monday,23.16898,113.37962,0,NE
1365378365519,08,Monday,23.16916,113.37982,0,NE
1365378378420,08,Monday,23.16925,113.38008,0,N
1365378391321,08,Monday,23.16927,113.38039,0,N
1365378404222,08,Monday,23.1692,113.38115,0,N
1365378417123,08,Monday,23.16911,113.38171,0,N
1365378430024,08,Monday,23.16902,113.38194,0,N
1365378442925,08,Monday,23.16894,113.38208,0,NW
1365378455826,08,Monday,23.16874,113.38237,0,NW
1365378468727,08,Monday,23.16868,113.38245,0,NW
1365378481628,08,Monday,23.16813,113.38238,0,E
1365378494529,08,Monday,23.16611,113.38211,0,E
1365378507430,08,Monday,23.16561,113.38208,0,E
1365378520331,08,Monday,23.16452,113.38211,0,W
1365378533232,08,Monday,23.1631,113.38217,0,W
1365378546133,08,Monday,23.16142,113.38218,0,W
1365378559034,08,Monday,23.15836,113.38218,0,W
1365378571935,08,Monday,23.1568,113.38222,0,W
1365378584836,08,Monday,23.15637,113.38222,0,W
1365378597737,08,Monday,23.15615,113.3822,0,E
1365378610638,08,Monday,23.15561,113.38208,0,E
1365378623539,08,Monday,23.15499,113.38185,0,E
1365378636440,08,Monday,23.15461,113.38165,0,SE
1365378649341,08,Monday,23.15371,113.38105,0,SE
1365378662242,08,Monday,23.15221,113.38003,0,SE
1365378675143,08,Monday,23.15192,113.37982,0,SE
1365378688044,08,Monday,23.1512,113.37936,0,SE
1365378700945,08,Monday,23.15049,113.37901,0,SE
1365378713885,08,Monday,23.17071581,113.37886242,1,W
1365382385530,09,Monday,23.17071581,113.37886242,1,stat
1365383472034,10,Monday,23.17071581,113.37886242,1,stat
1365384561532,10,Monday,23.17071581,113.37886242,1,stat
1365386487479,11,Monday,23.17071581,113.37886242,1,stat
1365395340041,13,Monday,23.17071581,113.37886242,1,stat
1365395340085,13,Monday,23.18098,113.4718,0,N
1365395340129,13,Monday,23.18101,113.47193,0,N
1365395340173,13,Monday,23.18115,113.47217,0,NE
1365395340217,13,Monday,23.18131,113.4724,0,NE
1365395340261,13,Monday,23.18147,113.47249,0,NE
1365395340305,13,Monday,23.18213,113.47264,0,E
