timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1366934695595,09,Friday,23.08848621,113.5215037,1,$
1366952336430,13,Friday,23.08848621,113.5215037,1,stat
1366960639548,16,Friday,23.13577368,113.50779497,1,W
1366961903168,16,Friday,23.13577368,113.50779497,1,stat
1366961966699,16,Friday,23.13531,113.5084,0,NW
1366962030230,16,Friday,23.13632,113.50926,0,NE
1366962093761,16,Friday,23.13642,113.50936,0,NE
1366962157292,16,Friday,23.13648,113.50941,0,NE
1366962220823,16,Friday,23.13636,113.50955,0,NW
1366962284354,16,Friday,23.13521,113.51101,0,NW
1366962347885,16,Friday,23.13516,113.51106,0,NW
1366962411416,16,Friday,23.13451,113.51188,0,NW
1366962474947,16,Friday,23.13429,113.51217,0,NW
1366962538478,16,Friday,23.13394,113.51275,0,NW
1366962602009,16,Friday,23.13391,113.5128,0,NW
1366962665540,16,Friday,23.13312,113.51299,0,W
1366962729071,16,Friday,23.13272,113.51314,0,W
1366962792602,16,Friday,23.12799,113.51485,0,W
1366962856133,16,Friday,23.12668,113.51528,0,W
1366962919664,16,Friday,23.12613,113.51544,0,W
1366962983195,16,Friday,23.12529,113.51557,0,W
1366963046726,16,Friday,23.12429,113.51562,0,W
1366963110257,16,Friday,23.12375,113.5156,0,E
1366963173788,16,Friday,23.12317,113.51552,0,E
1366963237319,17,Friday,23.12214,113.51535,0,E
1366963300850,17,Friday,23.11968,113.51502,0,E
1366963364381,17,Friday,23.1178,113.51475,0,E
1366963427912,17,Friday,23.11566,113.51445,0,E
1366963491443,17,Friday,23.11337,113.51411,0,E
1366963554974,17,Friday,23.11255,113.51395,0,E
1366963618505,17,Friday,23.11179,113.51372,0,E
1366963682036,17,Friday,23.11012,113.51314,0,E
1366963745567,17,Friday,23.10944,113.51301,0,E
1366963809098,17,Friday,23.10923,113.51298,0,E
1366963872629,17,Friday,23.1088,113.51299,0,W
1366963936160,17,Friday,23.10828,113.51304,0,W
1366963999691,17,Friday,23.10789,113.51312,0,W
1366964063222,17,Friday,23.10756,113.51321,0,W
1366964126753,17,Friday,23.10697,113.51345,0,W
1366964190284,17,Friday,23.10684,113.51351,0,NW
1366964253815,17,Friday,23.10674,113.51351,0,W
1366964317346,17,Friday,23.10553,113.51401,0,W
1366964380877,17,Friday,23.10375,113.51479,0,NW
1366964444408,17,Friday,23.10188,113.51563,0,NW
1366964507939,17,Friday,23.10069,113.51626,0,NW
1366964571470,17,Friday,23.09843,113.51759,0,NW
1366964635001,17,Friday,23.0969,113.51848,0,NW
1366964698532,17,Friday,23.09589,113.51899,0,NW
1366964762063,17,Friday,23.09562,113.5191,0,W
1366964825594,17,Friday,23.09546,113.51917,0,NW
1366964889125,17,Friday,23.09382,113.51965,0,W
1366964952656,17,Friday,23.09305,113.51979,0,W
1366965016187,17,Friday,23.09191,113.51995,0,W
1366965079718,17,Friday,23.08869,113.52023,0,W
1366965143249,17,Friday,23.08802,113.52035,0,W
1366965206780,17,Friday,23.0873,113.52059,0,W
1366965270311,17,Friday,23.08691,113.52075,0,W
1366965333842,17,Friday,23.08675,113.52086,0,NW
1366965397373,17,Friday,23.08656,113.52089,0,W
1366965460904,17,Friday,23.08628,113.5211,0,NW
1366965524435,17,Friday,23.08516,113.52208,0,NW
1366965587966,17,Friday,23.08479,113.52232,0,NW
1366965651497,17,Friday,23.08462,113.52232,0,W
1366965715028,17,Friday,23.08441,113.52226,0,E
1366965778559,17,Friday,23.08431,113.52217,0,SE
1366965842090,17,Friday,23.0842,113.522,0,SE
1366965905621,17,Friday,23.08393,113.52138,0,SE
1366965969152,17,Friday,23.08375,113.52056,0,S
1366966032683,17,Friday,23.08365,113.52013,0,S
1366966096214,17,Friday,23.08355,113.51984,0,S
1366966159745,17,Friday,23.08338,113.51957,0,SE
1366966223276,17,Friday,23.08318,113.51932,0,SE
1366966286807,17,Friday,23.08343,113.51923,0,W
1366966350338,17,Friday,23.08471,113.51877,0,W
1366966413921,17,Friday,23.08459565,113.51839067,1,S
1366970705534,19,Friday,23.08459565,113.51839067,1,stat
1366970706112,19,Friday,23.08471,113.51877,0,N
1366970706690,19,Friday,23.08318,113.51932,0,W
1366970707268,19,Friday,23.08306,113.51887,0,S
1366970707846,19,Friday,23.08287,113.51811,0,S
1366970708424,19,Friday,23.08258,113.5167,0,S
1366970709002,19,Friday,23.08224,113.51491,0,S
1366970709580,19,Friday,23.08217,113.51385,0,S
1366970710158,19,Friday,23.0822,113.51301,0,S
1366970710736,19,Friday,23.08245,113.51065,0,S
