timestamp,hour_of_day,day_of_week,latitude,longitude,original-data,direction_of_movement
1365291405352,08,Sunday,23.13480177,113.3711169,1,$
1365294651377,09,Sunday,23.13480177,113.3711169,1,stat
1365304690697,12,Sunday,23.13480177,113.3711169,1,stat
1365310889761,14,Sunday,23.13480177,113.3711169,1,stat
1365328099893,18,Sunday,23.13480177,113.3711169,1,stat
1365329334374,19,Sunday,23.13480177,113.3711169,1,stat
1365338082276,21,Sunday,23.13480177,113.3711169,1,stat
1365338082307,21,Sunday,23.08807,113.52264,0,N
1365338082338,21,Sunday,23.08803,113.52251,0,S
1365338082369,21,Sunday,23.08795,113.52237,0,SE
1365338082400,21,Sunday,23.08778,113.5222,0,SE
1365338082431,21,Sunday,23.08764,113.52224,0,W
1365338082462,21,Sunday,23.08701,113.52249,0,W
1365338082493,21,Sunday,23.08637,113.52265,0,W
1365338082524,21,Sunday,23.08607,113.52282,0,NW
1365338082555,21,Sunday,23.08563,113.52302,0,NW
1365338082586,21,Sunday,23.08559,113.52291,0,S
1365338082617,21,Sunday,23.08495,113.52318,0,NW
1365338082648,21,Sunday,23.08517,113.52385,0,N
1365338082679,21,Sunday,23.08481,113.52398,0,W
1365338082710,21,Sunday,23.08455,113.52408,0,W
1365338082741,21,Sunday,23.08454,113.52403,0,S
1365338082772,21,Sunday,23.08447,113.52376,0,S
1365338082803,21,Sunday,23.08421,113.5229,0,S
1365338082834,21,Sunday,23.08397,113.52215,0,S
1365338082865,21,Sunday,23.08393,113.52185,0,S
1365338082896,21,Sunday,23.08393,113.52138,0,S
1365338082927,21,Sunday,23.08375,113.52056,0,S
1365338082958,21,Sunday,23.08365,113.52013,0,S
1365338082989,21,Sunday,23.08355,113.51984,0,S
1365338083020,21,Sunday,23.08338,113.51957,0,SE
1365338083051,21,Sunday,23.08318,113.51932,0,SE
1365338083082,21,Sunday,23.08313,113.51913,0,S
1365338083113,21,Sunday,23.08305,113.51882,0,S
1365338083144,21,Sunday,23.08279,113.51777,0,S
1365338083175,21,Sunday,23.0823,113.51525,0,S
1365338083206,21,Sunday,23.08224,113.51491,0,S
1365338083237,21,Sunday,23.08219,113.51442,0,S
1365338083268,21,Sunday,23.08217,113.51378,0,S
1365338083299,21,Sunday,23.08218,113.5133,0,S
1365338083330,21,Sunday,23.08228,113.51224,0,S
1365338083361,21,Sunday,23.08287,113.50698,0,S
1365338083392,21,Sunday,23.083,113.50573,0,S
1365338083423,21,Sunday,23.08303,113.50559,0,S
1365338083454,21,Sunday,23.08308,113.5051,0,S
1365338083485,21,Sunday,23.08317,113.50433,0,S
1365338083516,21,Sunday,23.08319,113.50402,0,S
1365338083547,21,Sunday,23.08319,113.50307,0,S
1365338083578,21,Sunday,23.08315,113.50237,0,S
1365338083609,21,Sunday,23.08301,113.50131,0,S
1365338083640,21,Sunday,23.08297,113.5004,0,S
1365338083671,21,Sunday,23.08299,113.50003,0,S
1365338083702,21,Sunday,23.08307,113.4995,0,S
1365338083733,21,Sunday,23.08318,113.49894,0,S
1365338083764,21,Sunday,23.08331,113.4985,0,S
1365338083795,21,Sunday,23.08343,113.49822,0,SW
1365338083826,21,Sunday,23.08357,113.49794,0,SW
1365338083857,21,Sunday,23.08384,113.49745,0,SW
1365338083888,21,Sunday,23.08418,113.49696,0,SW
1365338083919,21,Sunday,23.08448,113.49656,0,SW
1365338083950,21,Sunday,23.08536,113.49555,0,SW
1365338083981,21,Sunday,23.08567,113.49516,0,SW
1365338084012,21,Sunday,23.08595,113.49474,0,SW
1365338084043,21,Sunday,23.08648,113.49357,0,SW
1365338084074,21,Sunday,23.08657,113.49336,0,SW
1365338084105,21,Sunday,23.08667,113.49291,0,S
1365338084136,21,Sunday,23.08702,113.49094,0,S
1365338084167,21,Sunday,23.08739,113.48913,0,S
1365338084198,21,Sunday,23.08763,113.48804,0,S
1365338084229,21,Sunday,23.08773,113.48769,0,S
1365338084260,21,Sunday,23.088,113.48689,0,S
1365338084291,21,Sunday,23.08825,113.48639,0,SW
1365338084322,21,Sunday,23.08845,113.48609,0,SW
1365338084353,21,Sunday,23.08869,113.48577,0,SW
1365338084384,21,Sunday,23.0892,113.4852,0,SW
1365338084415,21,Sunday,23.08989,113.48455,0,SW
1365338084446,21,Sunday,23.09138,113.4832,0,SW
1365338084477,21,Sunday,23.09216,113.4824,0,SW
1365338084508,21,Sunday,23.09239,113.48213,0,SW
1365338084539,21,Sunday,23.09257,113.4818,0,SW
1365338084570,21,Sunday,23.09287,113.48108,0,SW
1365338084601,21,Sunday,23.09315,113.48031,0,S
1365338084632,21,Sunday,23.09378,113.47794,0,S
1365338084663,21,Sunday,23.09462,113.47466,0,S
1365338084694,21,Sunday,23.09498,113.47338,0,S
1365338084725,21,Sunday,23.09513,113.47297,0,S
1365338084756,21,Sunday,23.09537,113.4723,0,S
1365338084787,21,Sunday,23.09561,113.47169,0,S
1365338084818,21,Sunday,23.0961,113.47064,0,SW
1365338084849,21,Sunday,23.09689,113.46904,0,SW
1365338084880,21,Sunday,23.09788,113.46715,0,SW
1365338084911,21,Sunday,23.0992,113.46455,0,SW
1365338084942,21,Sunday,23.10023,113.4625,0,SW
1365338084973,21,Sunday,23.10044,113.46202,0,SW
1365338085004,21,Sunday,23.10059,113.4616,0,S
1365338085035,21,Sunday,23.10073,113.4611,0,S
1365338085066,21,Sunday,23.10095,113.45992,0,S
1365338085097,21,Sunday,23.10111,113.45911,0,S
1365338085128,21,Sunday,23.10121,113.45848,0,S
1365338085159,21,Sunday,23.10129,113.45785,0,S
1365338085190,21,Sunday,23.10135,113.45707,0,S
1365338085221,21,Sunday,23.10145,113.45574,0,S
1365338085252,21,Sunday,23.10149,113.45498,0,S
1365338085283,21,Sunday,23.10149,113.45449,0,S
1365338085314,21,Sunday,23.10142,113.45297,0,S
1365338085345,21,Sunday,23.10133,113.45166,0,S
1365338085376,21,Sunday,23.10129,113.45112,0,S
1365338085407,21,Sunday,23.10121,113.45068,0,S
1365338085438,21,Sunday,23.10099,113.44979,0,S
1365338085469,21,Sunday,23.10052,113.44814,0,S
1365338085500,21,Sunday,23.10027,113.44721,0,S
1365338085531,21,Sunday,23.10021,113.44688,0,S
1365338085562,21,Sunday,23.10015,113.44606,0,S
1365338085593,21,Sunday,23.10021,113.44511,0,S
1365338085624,21,Sunday,23.10031,113.44393,0,S
1365338085655,21,Sunday,23.1004,113.44227,0,S
1365338085686,21,Sunday,23.10056,113.43997,0,S
1365338085717,21,Sunday,23.10064,113.43945,0,S
1365338085748,21,Sunday,23.10074,113.43906,0,S
1365338085779,21,Sunday,23.10119,113.43734,0,S
1365338085810,21,Sunday,23.10138,113.43656,0,S
1365338085841,21,Sunday,23.10155,113.43587,0,S
1365338085872,21,Sunday,23.10169,113.43546,0,S
1365338085903,21,Sunday,23.10179,113.43519,0,S
1365338085934,21,Sunday,23.10192,113.43495,0,SW
1365338085965,21,Sunday,23.10222,113.43442,0,SW
1365338085996,21,Sunday,23.10237,113.43421,0,SW
1365338086027,21,Sunday,23.10289,113.43361,0,SW
1365338086058,21,Sunday,23.10348,113.43314,0,SW
1365338086089,21,Sunday,23.1037,113.433,0,SW
1365338086120,21,Sunday,23.10412,113.43279,0,SW
1365338086151,21,Sunday,23.10442,113.43267,0,W
1365338086182,21,Sunday,23.10641,113.43181,0,SW
1365338086213,21,Sunday,23.10847,113.43092,0,SW
1365338086244,21,Sunday,23.10906,113.43062,0,SW
1365338086275,21,Sunday,23.10967,113.43021,0,SW
1365338086306,21,Sunday,23.11003,113.42995,0,SW
1365338086337,21,Sunday,23.11045,113.42959,0,SW
1365338086368,21,Sunday,23.11096,113.42911,0,SW
1365338086399,21,Sunday,23.11242,113.42736,0,SW
1365338086430,21,Sunday,23.11318,113.42648,0,SW
1365338086461,21,Sunday,23.11376,113.42577,0,SW
1365338086492,21,Sunday,23.11405,113.42542,0,SW
1365338086523,21,Sunday,23.11427,113.42509,0,SW
1365338086554,21,Sunday,23.11438,113.42495,0,SW
1365338086585,21,Sunday,23.11463,113.42454,0,SW
1365338086616,21,Sunday,23.11535,113.42321,0,SW
1365338086647,21,Sunday,23.1161,113.42183,0,SW
1365338086678,21,Sunday,23.11731,113.41959,0,SW
1365338086709,21,Sunday,23.11806,113.41812,0,SW
1365338086740,21,Sunday,23.11837,113.4175,0,SW
1365338086771,21,Sunday,23.11862,113.41691,0,SW
1365338086802,21,Sunday,23.11886,113.41621,0,S
1365338086833,21,Sunday,23.11911,113.41508,0,S
1365338086864,21,Sunday,23.11949,113.41224,0,S
1365338086895,21,Sunday,23.11984,113.40979,0,S
1365338086926,21,Sunday,23.11994,113.40922,0,S
1365338086957,21,Sunday,23.12009,113.40817,0,S
1365338086988,21,Sunday,23.12026,113.40717,0,S
1365338087019,21,Sunday,23.12034,113.40674,0,S
1365338087050,21,Sunday,23.12054,113.40604,0,S
1365338087081,21,Sunday,23.12061,113.40585,0,S
1365338087112,21,Sunday,23.12079,113.40549,0,SW
1365338087143,21,Sunday,23.12104,113.40507,0,SW
1365338087174,21,Sunday,23.12142,113.40458,0,SW
1365338087205,21,Sunday,23.12251,113.40341,0,SW
1365338087236,21,Sunday,23.1237,113.40218,0,SW
1365338087267,21,Sunday,23.12408,113.40168,0,SW
1365338087298,21,Sunday,23.12447,113.40097,0,SW
1365338087329,21,Sunday,23.1247,113.40037,0,S
1365338087360,21,Sunday,23.12479,113.39997,0,S
1365338087391,21,Sunday,23.12486,113.39915,0,S
1365338087422,21,Sunday,23.12485,113.39879,0,S
1365338087453,21,Sunday,23.1247,113.39735,0,S
1365338087484,21,Sunday,23.12465,113.39656,0,S
1365338087515,21,Sunday,23.12452,113.39523,0,S
1365338087546,21,Sunday,23.12446,113.39439,0,S
1365338087577,21,Sunday,23.12447,113.39387,0,S
1365338087608,21,Sunday,23.12463,113.39224,0,S
1365338087639,21,Sunday,23.12474,113.39075,0,S
1365338087670,21,Sunday,23.12495,113.38854,0,S
1365338087701,21,Sunday,23.12532,113.38471,0,S
1365338087732,21,Sunday,23.1255,113.38312,0,S
1365338087763,21,Sunday,23.1256,113.38195,0,S
1365338087794,21,Sunday,23.12565,113.38121,0,S
1365338087825,21,Sunday,23.12576,113.38025,0,S
1365338087856,21,Sunday,23.12591,113.37932,0,S
1365338087887,21,Sunday,23.12617,113.37835,0,S
1365338087918,21,Sunday,23.12633,113.37792,0,S
1365338087949,21,Sunday,23.12651,113.3775,0,SW
1365338087980,21,Sunday,23.12665,113.37716,0,S
1365338088011,21,Sunday,23.12745,113.37549,0,SW
1365338088042,21,Sunday,23.12798,113.37438,0,SW
1365338088073,21,Sunday,23.12859,113.37312,0,SW
1365338088104,21,Sunday,23.12947,113.37154,0,SW
1365338088135,21,Sunday,23.12975,113.37111,0,SW
1365338088166,21,Sunday,23.1303,113.37021,0,SW
1365338088197,21,Sunday,23.13077,113.36944,0,SW
1365338088228,21,Sunday,23.13123,113.36866,0,SW
1365338088259,21,Sunday,23.13177,113.36757,0,SW
1365338088290,21,Sunday,23.13236,113.36768,0,E
1365338088321,21,Sunday,23.13307,113.36777,0,E
1365338088352,21,Sunday,23.13321,113.36775,0,W
1365338088383,21,Sunday,23.13381,113.36759,0,W
1365338088414,21,Sunday,23.13408,113.36757,0,W
1365338088445,21,Sunday,23.13419,113.36759,0,E
1365338088476,21,Sunday,23.13436,113.36765,0,E
1365338088507,21,Sunday,23.13452,113.3679,0,NE
1365338088538,21,Sunday,23.13494,113.36865,0,NE
1365338088569,21,Sunday,23.13509,113.36894,0,NE
1365338088600,21,Sunday,23.1354,113.36962,0,NE
1365338088631,21,Sunday,23.13564,113.37045,0,N
1365338088662,21,Sunday,23.13576,113.37091,0,N
1365338088716,21,Sunday,23.08881799,113.52244372,1,N
1365338129044,21,Sunday,23.08807,113.52264,0,W
1365338169372,21,Sunday,23.08811,113.52295,0,N
1365338209700,21,Sunday,23.08894117,113.52285419,1,W
1365338212677,21,Sunday,23.08811,113.52295,0,W
1365338215654,21,Sunday,23.08806,113.5226,0,S
1365338218631,21,Sunday,23.08799,113.52244,0,SE
1365338221608,21,Sunday,23.08778,113.5222,0,SE
1365338224585,21,Sunday,23.08756,113.52227,0,W
1365338227562,21,Sunday,23.08701,113.52249,0,W
1365338230539,21,Sunday,23.0866,113.52259,0,W
1365338233516,21,Sunday,23.08637,113.52265,0,W
1365338236493,21,Sunday,23.08607,113.52282,0,NW
1365338239470,21,Sunday,23.08563,113.52302,0,NW
1365338242447,21,Sunday,23.08559,113.52291,0,S
1365338245424,21,Sunday,23.08495,113.52318,0,NW
1365338248401,21,Sunday,23.08513,113.5237,0,N
1365338251378,21,Sunday,23.08517,113.52385,0,N
1365338254355,21,Sunday,23.08503,113.5239,0,W
1365338257332,21,Sunday,23.08455,113.52408,0,W
1365338260309,21,Sunday,23.08452,113.52391,0,S
1365338263286,21,Sunday,23.08441,113.52358,0,S
1365338266263,21,Sunday,23.08396,113.52205,0,S
1365338269240,21,Sunday,23.08392,113.52158,0,S
1365338272217,21,Sunday,23.08393,113.52138,0,S
1365338275194,21,Sunday,23.08383,113.52093,0,S
1365338278171,21,Sunday,23.0837,113.52032,0,S
1365338281148,21,Sunday,23.0836,113.51997,0,S
1365338284125,21,Sunday,23.08347,113.5197,0,SE
1365338287102,21,Sunday,23.08318,113.51932,0,SE
1365338290079,21,Sunday,23.08287,113.51811,0,S
1365338293056,21,Sunday,23.08258,113.5167,0,S
1365338296033,21,Sunday,23.0823,113.51525,0,S
1365338299010,21,Sunday,23.08252,113.5152,0,W
1365338301987,21,Sunday,23.08256,113.51519,0,W
1365338304964,21,Sunday,23.08258,113.51519,0,E
1365338307941,21,Sunday,23.08268,113.51521,0,E
1365338310918,21,Sunday,23.08304,113.5154,0,NE
1365338313895,21,Sunday,23.08348,113.51559,0,NE
1365338316872,21,Sunday,23.08379,113.51569,0,E
1365338319849,21,Sunday,23.08447,113.51566,0,W
1365338322826,21,Sunday,23.08463,113.51566,0,E
1365338325803,21,Sunday,23.08489,113.51562,0,W
1365338328780,21,Sunday,23.08536,113.51479,0,SW
1365338331757,21,Sunday,23.08541,113.51476,0,SW
1365338334734,21,Sunday,23.08547,113.51477,0,E
1365338337712,21,Sunday,23.08587169,113.51366174,1,S
1365338342119,21,Sunday,23.08541,113.51476,0,NW
1365338346526,21,Sunday,23.08536,113.51479,0,NW
1365338350933,21,Sunday,23.08489,113.51562,0,NW
1365338355340,21,Sunday,23.08463,113.51566,0,W
1365338359747,21,Sunday,23.08447,113.51566,0,W
1365338364154,21,Sunday,23.08379,113.51569,0,W
1365338368561,21,Sunday,23.08348,113.51559,0,E
1365338372968,21,Sunday,23.08304,113.5154,0,SE
1365338377375,21,Sunday,23.08277,113.51525,0,SE
1365338381782,21,Sunday,23.08258,113.51519,0,E
1365338386189,21,Sunday,23.08252,113.5152,0,W
