timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1367107411389,09,Sunday,23.08830572,113.52325453,1
1367113672622,10,Sunday,23.08830572,113.52325453,1
1367127869194,14,Sunday,23.09025366,113.52171356,1
1367133799846,16,Sunday,23.09025366,113.52171356,1
1367139309819,17,Sunday,23.09025366,113.52171356,1
1367143268349,19,Sunday,23.09025366,113.52171356,1
1367143268444,19,Sunday,23.08485,113.51028,0
1367143268539,19,Sunday,23.08475,113.51054,0
1367143268634,19,Sunday,23.0847,113.51067,0
1367143268729,19,Sunday,23.08494,113.51083,0
1367143268824,19,Sunday,23.08537,113.51104,0
1367143268919,19,Sunday,23.08565,113.51113,0
1367143269014,19,Sunday,23.08592,113.51119,0
1367143269109,19,Sunday,23.08615,113.5112,0
1367143269204,19,Sunday,23.08642,113.51118,0
1367143269299,19,Sunday,23.08666,113.51112,0
1367143269394,19,Sunday,23.0868,113.51112,0
1367143269489,19,Sunday,23.08689,113.51115,0
1367143269584,19,Sunday,23.08732,113.51151,0
1367143269679,19,Sunday,23.08738,113.51157,0
1367143269774,19,Sunday,23.08745,113.51167,0
1367143269869,19,Sunday,23.08797,113.51277,0
1367143269964,19,Sunday,23.08807,113.51295,0
1367143270059,19,Sunday,23.08815,113.51304,0
1367143270154,19,Sunday,23.08841,113.5132,0
1367143270249,19,Sunday,23.08873,113.51332,0
1367143270344,19,Sunday,23.08918,113.51358,0
1367143270439,19,Sunday,23.0897,113.514,0
1367143270534,19,Sunday,23.09016,113.51433,0
1367143270629,19,Sunday,23.09037,113.51442,0
1367143270724,19,Sunday,23.09058,113.51445,0
1367143270819,19,Sunday,23.09077,113.51447,0
1367143270914,19,Sunday,23.09123,113.51446,0
1367143271009,19,Sunday,23.09213,113.51439,0
1367143271104,19,Sunday,23.09257,113.51439,0
1367143271199,19,Sunday,23.09307,113.51444,0
1367143271294,19,Sunday,23.09342,113.51456,0
1367143271389,19,Sunday,23.09439,113.515,0
1367143271484,19,Sunday,23.09507,113.51534,0
1367143271579,19,Sunday,23.09519,113.51539,0
1367143271674,19,Sunday,23.09527,113.51565,0
1367143271769,19,Sunday,23.09541,113.51594,0
1367143271864,19,Sunday,23.09554,113.51616,0
1367143271959,19,Sunday,23.09573,113.51642,0
1367143272054,19,Sunday,23.09591,113.5167,0
1367143272149,19,Sunday,23.09598,113.51695,0
1367143272244,19,Sunday,23.09605,113.5175,0
1367143272339,19,Sunday,23.09608,113.51785,0
1367143272434,19,Sunday,23.09612,113.51811,0
1367143272529,19,Sunday,23.0961,113.51832,0
1367143272624,19,Sunday,23.09603,113.5185,0
1367143272719,19,Sunday,23.09591,113.51867,0
1367143272814,19,Sunday,23.09588,113.5188,0
1367143272909,19,Sunday,23.09589,113.51899,0
1367143273004,19,Sunday,23.09554,113.51913,0
1367143273099,19,Sunday,23.09475,113.51939,0
1367143273194,19,Sunday,23.09382,113.51965,0
1367143273289,19,Sunday,23.09305,113.51979,0
1367143273384,19,Sunday,23.09191,113.51995,0
1367143273479,19,Sunday,23.08995,113.52011,0
1367143273574,19,Sunday,23.08835,113.52028,0
1367143273669,19,Sunday,23.08766,113.52046,0
1367143273764,19,Sunday,23.08713,113.52065,0
1367143273859,19,Sunday,23.08675,113.52086,0
1367143273954,19,Sunday,23.08656,113.52089,0
1367143274049,19,Sunday,23.08628,113.5211,0
1367143274144,19,Sunday,23.08516,113.52208,0
1367143274239,19,Sunday,23.08501,113.52217,0
1367143274334,19,Sunday,23.08516,113.52239,0
1367143274429,19,Sunday,23.08531,113.52229,0
1367143274524,19,Sunday,23.08642,113.52132,0
1367143274619,19,Sunday,23.08676,113.52106,0
1367143274714,19,Sunday,23.08688,113.52091,0
1367143274809,19,Sunday,23.08695,113.52087,0
1367143274904,19,Sunday,23.08718,113.52076,0
1367143274999,19,Sunday,23.08763,113.5206,0
1367143275094,19,Sunday,23.08834,113.52039,0
1367143275189,19,Sunday,23.09016,113.52021,0
1367143275286,19,Sunday,23.0850094,113.51037139,1
1367143283157,19,Sunday,23.08485,113.51028,0
1367143291028,19,Sunday,23.08475,113.51054,0
1367143298899,19,Sunday,23.0847,113.51067,0
1367143306770,19,Sunday,23.08434,113.51046,0
1367143314641,19,Sunday,23.0837,113.51016,0
1367143322512,19,Sunday,23.08255,113.50973,0
1367143330383,19,Sunday,23.08286,113.50689,0
1367143338254,19,Sunday,23.08303,113.50556,0
1367143346125,19,Sunday,23.08315,113.5045,0
1367143353996,19,Sunday,23.08317,113.50427,0
1367143361867,19,Sunday,23.08318,113.5041,0
1367143369738,19,Sunday,23.08319,113.50402,0
1367143377609,19,Sunday,23.08486,113.50372,0
1367143385480,19,Sunday,23.08564,113.50358,0
1367143393358,19,Sunday,23.08541509,113.50210987,1
1367143396843,19,Sunday,23.08676,113.49193,0
1367143400328,19,Sunday,23.08666,113.49253,0
1367143403813,19,Sunday,23.08653,113.49321,0
1367143407298,19,Sunday,23.08649,113.49334,0
1367143410783,19,Sunday,23.08612,113.49418,0
1367143414268,19,Sunday,23.08598,113.4945,0
1367143417753,19,Sunday,23.08574,113.49493,0
1367143421238,19,Sunday,23.08561,113.49511,0
1367143424723,19,Sunday,23.08441,113.49651,0
1367143428208,19,Sunday,23.08412,113.4969,0
1367143431693,19,Sunday,23.08362,113.49766,0
1367143435178,19,Sunday,23.08345,113.498,0
1367143438663,19,Sunday,23.08326,113.49842,0
