timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1365955400005,01,Monday,23.12407833,113.36861862,1
1365981461603,08,Monday,23.12407833,113.36861862,1
1365981554698,08,Monday,23.12428,113.36862,0
1365981647793,08,Monday,23.12424,113.36746,0
1365981740888,08,Monday,23.12405,113.36748,0
1365981833983,08,Monday,23.12384,113.36757,0
1365981927078,08,Monday,23.12375,113.36763,0
1365982020173,08,Monday,23.12373,113.36836,0
1365982113268,08,Monday,23.12376,113.36881,0
1365982206363,08,Monday,23.12377,113.36939,0
1365982299458,08,Monday,23.12373,113.36945,0
1365982392559,08,Monday,23.12378108,113.36959219,1
1366001870903,13,Monday,23.16386792,113.51528865,1
1366013811724,17,Monday,23.16386792,113.51528865,1
1366028365817,21,Monday,23.16386792,113.51528865,1
1366040927878,00,Tuesday,23.16386792,113.51528865,1
