timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1366327697491,08,Friday,23.08789009,113.52165334,1
1366372850782,21,Friday,23.11153223,113.50779053,1
1366373592931,21,Friday,23.11153223,113.50779053,1
1366373592972,21,Friday,23.12915,113.41718,0
1366373593013,21,Friday,23.12922,113.41725,0
1366373593054,21,Friday,23.12933,113.41729,0
1366373593095,21,Friday,23.13037,113.41758,0
1366373593136,21,Friday,23.13067,113.41764,0
1366373593177,21,Friday,23.1308,113.41763,0
1366373593218,21,Friday,23.13083,113.41759,0
1366373593259,21,Friday,23.13093,113.41759,0
1366373593300,21,Friday,23.1311,113.41764,0
1366373593341,21,Friday,23.13147,113.41776,0
1366373593382,21,Friday,23.1316,113.41787,0
1366373593423,21,Friday,23.1315,113.41794,0
1366373593464,21,Friday,23.13143,113.41787,0
1366373593505,21,Friday,23.1313,113.41783,0
1366373593546,21,Friday,23.13115,113.41779,0
1366373593587,21,Friday,23.13106,113.41783,0
1366373593628,21,Friday,23.131,113.41802,0
1366373593669,21,Friday,23.13085,113.41837,0
1366373593710,21,Friday,23.13086,113.41847,0
1366373593751,21,Friday,23.13088,113.41854,0
1366373593792,21,Friday,23.12911,113.41799,0
1366373593833,21,Friday,23.12876,113.41787,0
1366373593874,21,Friday,23.1287,113.41785,0
1366373593915,21,Friday,23.12856,113.41771,0
1366373593956,21,Friday,23.12848,113.41758,0
1366373593997,21,Friday,23.12845,113.41748,0
1366373594038,21,Friday,23.12835,113.41729,0
1366373594079,21,Friday,23.12827,113.41722,0
1366373594120,21,Friday,23.12818,113.41717,0
1366373594161,21,Friday,23.12803,113.41713,0
1366373594202,21,Friday,23.12783,113.41715,0
1366373594243,21,Friday,23.1277,113.41723,0
1366373594284,21,Friday,23.12758,113.41737,0
1366373594325,21,Friday,23.12751,113.4175,0
1366373594366,21,Friday,23.12748,113.41762,0
1366373594407,21,Friday,23.12752,113.41784,0
1366373594448,21,Friday,23.12764,113.4181,0
1366373594489,21,Friday,23.12766,113.41816,0
1366373594530,21,Friday,23.12766,113.41828,0
1366373594571,21,Friday,23.12759,113.41858,0
1366373594612,21,Friday,23.12725,113.41993,0
1366373594653,21,Friday,23.12692,113.42115,0
1366373594694,21,Friday,23.12691,113.42131,0
1366373594735,21,Friday,23.12687,113.42149,0
1366373594776,21,Friday,23.12677,113.42188,0
1366373594817,21,Friday,23.12677,113.42197,0
1366373594858,21,Friday,23.12677,113.42204,0
1366373594899,21,Friday,23.1267,113.42228,0
1366373594940,21,Friday,23.12577,113.42556,0
1366373594981,21,Friday,23.12406,113.43168,0
1366373595022,21,Friday,23.12289,113.43614,0
1366373595063,21,Friday,23.12202,113.43963,0
1366373595104,21,Friday,23.12119,113.44301,0
1366373595145,21,Friday,23.12025,113.44639,0
1366373595186,21,Friday,23.11949,113.44952,0
1366373595227,21,Friday,23.119,113.45146,0
1366373595268,21,Friday,23.11876,113.45238,0
1366373595309,21,Friday,23.11844,113.45365,0
1366373595350,21,Friday,23.1182,113.45457,0
1366373595391,21,Friday,23.1174,113.45794,0
1366373595432,21,Friday,23.11674,113.46068,0
1366373595473,21,Friday,23.11648,113.46187,0
1366373595514,21,Friday,23.11589,113.46468,0
1366373595555,21,Friday,23.11543,113.46687,0
1366373595596,21,Friday,23.11516,113.46874,0
1366373595637,21,Friday,23.11487,113.47129,0
1366373595678,21,Friday,23.11467,113.4732,0
1366373595719,21,Friday,23.11459,113.47428,0
1366373595760,21,Friday,23.11392,113.4815,0
1366373595801,21,Friday,23.11382,113.48245,0
1366373595842,21,Friday,23.1138,113.48291,0
1366373595883,21,Friday,23.1138,113.48322,0
1366373595924,21,Friday,23.11383,113.48358,0
1366373595965,21,Friday,23.11392,113.4842,0
1366373596006,21,Friday,23.11399,113.48462,0
1366373596047,21,Friday,23.11452,113.48678,0
1366373596088,21,Friday,23.11489,113.48835,0
1366373596129,21,Friday,23.11523,113.49013,0
1366373596170,21,Friday,23.11533,113.49108,0
1366373596211,21,Friday,23.11536,113.49206,0
1366373596252,21,Friday,23.1153,113.49311,0
1366373596293,21,Friday,23.11519,113.49403,0
1366373596334,21,Friday,23.11481,113.49679,0
1366373596375,21,Friday,23.11477,113.49737,0
1366373596416,21,Friday,23.11483,113.4995,0
1366373596457,21,Friday,23.11498,113.50361,0
1366373596498,21,Friday,23.11514,113.50531,0
1366373596539,21,Friday,23.11519,113.50565,0
1366373596580,21,Friday,23.11523,113.50586,0
1366373596621,21,Friday,23.11546,113.50716,0
1366373596662,21,Friday,23.11572,113.5084,0
1366373596703,21,Friday,23.1162,113.51076,0
1366373596744,21,Friday,23.1163,113.51122,0
1366373596785,21,Friday,23.11628,113.51146,0
1366373596826,21,Friday,23.11688,113.51443,0
1366373596867,21,Friday,23.11683,113.51447,0
1366373596908,21,Friday,23.11678,113.51452,0
1366373596949,21,Friday,23.11666,113.51459,0
1366373596990,21,Friday,23.11643,113.51465,0
1366373597031,21,Friday,23.11463,113.5144,0
1366373597072,21,Friday,23.11393,113.51428,0
1366373597113,21,Friday,23.11302,113.51413,0
1366373597154,21,Friday,23.11282,113.51403,0
1366373597195,21,Friday,23.11266,113.51389,0
1366373597236,21,Friday,23.11187,113.51366,0
1366373597277,21,Friday,23.11069,113.51325,0
1366373597318,21,Friday,23.10996,113.51301,0
1366373597359,21,Friday,23.10936,113.51292,0
1366373597400,21,Friday,23.10916,113.5129,0
1366373597441,21,Friday,23.10897,113.51258,0
1366373597482,21,Friday,23.10884,113.51233,0
1366373597523,21,Friday,23.10878,113.51231,0
1366373597564,21,Friday,23.10866,113.51234,0
1366373597605,21,Friday,23.10819,113.51253,0
1366373597646,21,Friday,23.10804,113.51255,0
1366373597687,21,Friday,23.10779,113.51246,0
1366373597728,21,Friday,23.10772,113.51246,0
1366373597769,21,Friday,23.10778,113.51232,0
1366373597810,21,Friday,23.10802,113.51215,0
1366373597851,21,Friday,23.11013,113.51057,0
1366373597892,21,Friday,23.11145,113.50964,0
1366373597954,21,Friday,23.12929536,113.41705924,1
1366373602167,21,Friday,23.12913,113.41715,0
1366373606380,21,Friday,23.12905,113.41701,0
1366373610593,21,Friday,23.12906,113.41686,0
1366373614806,21,Friday,23.12969,113.41431,0
1366373619019,21,Friday,23.12968,113.41426,0
1366373623232,21,Friday,23.12951,113.41421,0
1366373627445,21,Friday,23.12904,113.41408,0
1366373631658,21,Friday,23.12902,113.41378,0
1366373635871,21,Friday,23.12941,113.41226,0
1366373640084,21,Friday,23.12983,113.41058,0
1366373644297,21,Friday,23.13005,113.40965,0
1366373648510,21,Friday,23.13054,113.40766,0
1366373652723,21,Friday,23.13084,113.40642,0
1366373656936,21,Friday,23.13264,113.3991,0
1366373661149,21,Friday,23.13277,113.39842,0
1366373665362,21,Friday,23.13321,113.39652,0
1366373669575,21,Friday,23.13345,113.39558,0
1366373673788,21,Friday,23.13419,113.39271,0
1366373678001,21,Friday,23.13442,113.39186,0
1366373682214,21,Friday,23.13498,113.38951,0
1366373686427,21,Friday,23.1358,113.38623,0
1366373690640,21,Friday,23.1367,113.38252,0
1366373694853,21,Friday,23.13678,113.38225,0
1366373699066,21,Friday,23.13697,113.38198,0
1366373703279,21,Friday,23.13728,113.381,0
1366373707492,21,Friday,23.13773,113.37989,0
1366373711705,21,Friday,23.13785,113.37959,0
1366373715918,21,Friday,23.13803,113.37925,0
1366373720131,21,Friday,23.13815,113.37904,0
1366373724344,21,Friday,23.13824,113.37892,0
1366373728557,21,Friday,23.13844,113.37876,0
1366373732770,21,Friday,23.1387,113.37858,0
1366373736983,21,Friday,23.1395,113.37826,0
1366373741196,21,Friday,23.13961,113.37826,0
1366373745409,21,Friday,23.14012,113.37815,0
1366373749622,21,Friday,23.14034,113.3781,0
1366373753835,21,Friday,23.14074,113.37802,0
1366373758048,21,Friday,23.14111,113.37785,0
1366373762261,21,Friday,23.1414,113.37769,0
1366373766474,21,Friday,23.14163,113.3776,0
1366373770687,21,Friday,23.14192,113.3776,0
1366373774900,21,Friday,23.14214,113.37761,0
1366373779113,21,Friday,23.14233,113.3776,0
1366373783326,21,Friday,23.14336,113.37787,0
1366373787539,21,Friday,23.14398,113.37809,0
1366373791752,21,Friday,23.14515,113.37855,0
1366373795965,21,Friday,23.14529,113.3786,0
1366373800178,21,Friday,23.14536,113.37869,0
1366373804391,21,Friday,23.14542,113.37874,0
1366373808604,21,Friday,23.14556,113.37878,0
1366373812817,21,Friday,23.14576,113.37882,0
1366373817030,21,Friday,23.1461,113.37884,0
1366373821243,21,Friday,23.14657,113.37884,0
1366373825456,21,Friday,23.14673,113.3788,0
1366373829669,21,Friday,23.14692,113.37871,0
1366373833882,21,Friday,23.14699,113.3787,0
1366373838095,21,Friday,23.14753,113.37868,0
1366373842308,21,Friday,23.14751,113.37857,0
1366373846521,21,Friday,23.14749,113.37844,0
1366373850734,21,Friday,23.14737,113.37845,0
1366373854947,21,Friday,23.14674,113.37849,0
1366373859160,21,Friday,23.14611,113.3785,0
1366373863373,21,Friday,23.14578,113.37849,0
1366373867586,21,Friday,23.14528,113.3784,0
1366373871799,21,Friday,23.14509,113.37838,0
1366373876012,21,Friday,23.14465,113.37819,0
1366373880225,21,Friday,23.14404,113.37795,0
1366373884438,21,Friday,23.14297,113.37761,0
1366373888651,21,Friday,23.14166,113.37728,0
1366373892864,21,Friday,23.1414,113.37707,0
