timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1366510583054,11,Sunday,23.12872617,113.34335779,1
1366511113457,11,Sunday,23.12872617,113.34335779,1
1366511113675,11,Sunday,23.13103,113.3251,0
1366511113893,11,Sunday,23.13101,113.32575,0
1366511114111,11,Sunday,23.13101,113.32582,0
1366511114329,11,Sunday,23.13104,113.32582,0
1366511114547,11,Sunday,23.13233,113.32586,0
1366511114765,11,Sunday,23.13347,113.32593,0
1366511114983,11,Sunday,23.1334,113.32684,0
1366511115201,11,Sunday,23.13336,113.32821,0
1366511115419,11,Sunday,23.13335,113.32841,0
1366511115637,11,Sunday,23.13337,113.32858,0
1366511115855,11,Sunday,23.13333,113.3295,0
1366511116073,11,Sunday,23.13329,113.33066,0
1366511116291,11,Sunday,23.13328,113.33095,0
1366511116509,11,Sunday,23.13325,113.33183,0
1366511116727,11,Sunday,23.13318,113.33317,0
1366511116945,11,Sunday,23.13313,113.33415,0
1366511117163,11,Sunday,23.1332,113.33453,0
1366511117381,11,Sunday,23.13364,113.33631,0
1366511117599,11,Sunday,23.13386,113.33716,0
1366511117817,11,Sunday,23.13403,113.33769,0
1366511118035,11,Sunday,23.13442,113.33864,0
1366511118253,11,Sunday,23.13505,113.34014,0
1366511118471,11,Sunday,23.13512,113.34032,0
1366511118689,11,Sunday,23.13512,113.34044,0
1366511118907,11,Sunday,23.13519,113.34067,0
1366511119125,11,Sunday,23.13539,113.34143,0
1366511119343,11,Sunday,23.13548,113.34179,0
1366511119561,11,Sunday,23.13563,113.34256,0
1366511119779,11,Sunday,23.13566,113.34271,0
1366511119997,11,Sunday,23.13536,113.34277,0
1366511120215,11,Sunday,23.13379,113.34292,0
1366511120433,11,Sunday,23.13311,113.34298,0
1366511120651,11,Sunday,23.13191,113.34302,0
1366511120869,11,Sunday,23.12872,113.34329,0
1366511121116,11,Sunday,23.13138527,113.32512003,1
1366514510659,12,Sunday,23.13138527,113.32512003,1
1366527915309,16,Sunday,23.1377626,113.33413895,1
1366528007542,16,Sunday,23.13206,113.32352,0
1366528099775,16,Sunday,23.1311,113.32349,0
1366528192008,16,Sunday,23.13101,113.32569,0
1366528284241,16,Sunday,23.13101,113.32582,0
1366528376474,16,Sunday,23.13159,113.32584,0
1366528468707,16,Sunday,23.13288,113.32589,0
1366528560940,16,Sunday,23.13347,113.32593,0
1366528653173,16,Sunday,23.13341,113.3266,0
1366528745406,16,Sunday,23.1334,113.32701,0
1366528837639,16,Sunday,23.13335,113.32835,0
1366528929872,16,Sunday,23.13337,113.32858,0
1366529022105,16,Sunday,23.1333,113.33039,0
1366529114338,16,Sunday,23.13327,113.33142,0
1366529206571,16,Sunday,23.13322,113.33254,0
1366529298804,16,Sunday,23.13318,113.33317,0
1366529391037,16,Sunday,23.13308,113.33338,0
1366529483270,16,Sunday,23.13306,113.33388,0
1366529575503,16,Sunday,23.13302,113.33392,0
1366529667736,16,Sunday,23.13288,113.33403,0
1366529759969,16,Sunday,23.13257,113.33401,0
1366529852202,16,Sunday,23.13259,113.33405,0
1366529944435,16,Sunday,23.13261,113.33412,0
1366530036668,16,Sunday,23.13261,113.33418,0
1366530128901,16,Sunday,23.13258,113.33431,0
1366530221134,16,Sunday,23.13255,113.33434,0
1366530313367,16,Sunday,23.13305,113.33438,0
1366530405600,16,Sunday,23.13335,113.33437,0
1366530497833,16,Sunday,23.13406,113.33426,0
1366530590066,16,Sunday,23.13558,113.33398,0
1366530682299,16,Sunday,23.13565,113.33388,0
1366530774532,16,Sunday,23.13593,113.33383,0
1366530866765,16,Sunday,23.13623,113.33377,0
1366530958998,16,Sunday,23.13714,113.3336,0
1366531051231,16,Sunday,23.1375,113.33354,0
1366531143464,16,Sunday,23.13753,113.33384,0
1366531235697,17,Sunday,23.13737,113.33415,0
1366531327930,17,Sunday,23.13736,113.33427,0
1366531420163,17,Sunday,23.13746,113.33436,0
1366531512396,17,Sunday,23.13756,113.33439,0
1366531604629,17,Sunday,23.13779,113.33435,0
1366531696901,17,Sunday,23.13205412,113.32361488,1
1366533036526,17,Sunday,23.13206,113.32352,0
1366534376151,17,Sunday,23.1311,113.32349,0
1366535715776,18,Sunday,23.13107,113.32412,0
1366537055404,18,Sunday,23.13108321,113.32411763,1
1366537114276,18,Sunday,23.13107,113.32412,0
1366537173148,18,Sunday,23.13106,113.32447,0
1366537232020,18,Sunday,23.13031,113.32444,0
1366537290892,18,Sunday,23.13018,113.32498,0
1366537349764,18,Sunday,23.1301,113.32537,0
1366537408636,18,Sunday,23.13005,113.32604,0
1366537467508,18,Sunday,23.13004,113.32688,0
1366537526380,18,Sunday,23.1298,113.32687,0
1366537585252,18,Sunday,23.12979,113.32717,0
1366537644133,18,Sunday,23.12974171,113.32716547,1
1366557157558,00,Monday,23.12974171,113.32716547,1
