timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1366848130555,09,Thursday,23.08797313,113.5204936,1
1366865001008,13,Thursday,23.08797313,113.5204936,1
1366866085803,14,Thursday,23.08797313,113.5204936,1
1366877292253,17,Thursday,23.08797313,113.5204936,1
1366888517017,20,Thursday,23.10410166,113.44255573,1
1366888532807,20,Thursday,23.10381,113.44303,0
1366888548597,20,Thursday,23.1033,113.4427,0
1366888564387,20,Thursday,23.10284,113.44244,0
1366888580177,20,Thursday,23.10266,113.44237,0
1366888595967,20,Thursday,23.10251,113.44239,0
1366888611757,20,Thursday,23.10121,113.44304,0
1366888627547,20,Thursday,23.10091,113.44251,0
1366888643337,20,Thursday,23.10044,113.44173,0
1366888659127,20,Thursday,23.10047,113.44119,0
1366888674917,20,Thursday,23.10056,113.43997,0
1366888690707,20,Thursday,23.10064,113.43945,0
1366888706497,20,Thursday,23.10119,113.43734,0
1366888722287,20,Thursday,23.10127,113.43722,0
1366888738077,20,Thursday,23.10136,113.43704,0
1366888753867,20,Thursday,23.10177,113.43601,0
1366888769657,20,Thursday,23.10214,113.43521,0
1366888785447,20,Thursday,23.10245,113.43463,0
1366888801237,20,Thursday,23.10256,113.43438,0
1366888817027,20,Thursday,23.10264,113.43415,0
1366888832817,20,Thursday,23.10273,113.43378,0
1366888848607,20,Thursday,23.10278,113.43349,0
1366888864397,20,Thursday,23.10282,113.43307,0
1366888880187,20,Thursday,23.10282,113.43276,0
1366888895977,20,Thursday,23.10276,113.43213,0
1366888911767,20,Thursday,23.10272,113.43187,0
1366888927557,20,Thursday,23.10241,113.43013,0
1366888943347,20,Thursday,23.10213,113.4287,0
1366888959137,20,Thursday,23.10214,113.4285,0
1366888974927,20,Thursday,23.10185,113.42705,0
1366888990717,20,Thursday,23.10175,113.42682,0
1366889006507,20,Thursday,23.10154,113.42582,0
1366889022297,20,Thursday,23.10123,113.42444,0
1366889038087,20,Thursday,23.10121,113.42432,0
1366889053877,20,Thursday,23.10119,113.42409,0
1366889069667,20,Thursday,23.10119,113.42368,0
1366889085457,20,Thursday,23.10123,113.42338,0
1366889101247,20,Thursday,23.10135,113.42274,0
1366889117037,20,Thursday,23.1014,113.42253,0
1366889132827,20,Thursday,23.10188,113.42128,0
1366889148617,20,Thursday,23.10229,113.42018,0
1366889164407,20,Thursday,23.1028,113.41884,0
1366889180197,20,Thursday,23.10313,113.41794,0
