timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1365464343390,08,Tuesday,23.13855499,113.37880434,1
1365464357642,08,Tuesday,23.08813,113.52044,0
1365464371894,08,Tuesday,23.0887,113.52034,0
1365464386146,08,Tuesday,23.09192,113.52007,0
1365464400398,08,Tuesday,23.09307,113.51991,0
1365464414650,08,Tuesday,23.09384,113.51976,0
1365464428902,08,Tuesday,23.0955,113.51928,0
1365464443154,08,Tuesday,23.09566,113.51923,0
1365464457406,08,Tuesday,23.09588,113.51915,0
1365464471658,08,Tuesday,23.097,113.51865,0
1365464485910,08,Tuesday,23.09828,113.5179,0
1365464500162,08,Tuesday,23.10077,113.51642,0
1365464514414,08,Tuesday,23.10213,113.51572,0
1365464528666,08,Tuesday,23.10267,113.51546,0
1365464542918,08,Tuesday,23.10472,113.51461,0
1365464557170,08,Tuesday,23.1057,113.51419,0
1365464571422,08,Tuesday,23.107,113.51362,0
1365464585674,08,Tuesday,23.10705,113.51357,0
1365464599926,08,Tuesday,23.10758,113.51338,0
1365464614178,08,Tuesday,23.10792,113.51328,0
1365464628430,08,Tuesday,23.1083,113.5132,0
1365464642682,08,Tuesday,23.10904,113.51315,0
1365464656934,08,Tuesday,23.10933,113.51315,0
1365464671186,08,Tuesday,23.10981,113.51324,0
1365464685438,08,Tuesday,23.11036,113.51339,0
1365464699690,08,Tuesday,23.11226,113.51403,0
1365464713942,08,Tuesday,23.11278,113.51418,0
1365464728194,08,Tuesday,23.11343,113.51433,0
1365464742446,08,Tuesday,23.11562,113.51465,0
1365464756698,08,Tuesday,23.11749,113.51494,0
1365464770950,08,Tuesday,23.11812,113.51503,0
1365464785202,08,Tuesday,23.1185,113.51508,0
1365464799454,08,Tuesday,23.1186,113.51513,0
1365464813706,08,Tuesday,23.11895,113.51536,0
1365464827958,08,Tuesday,23.11904,113.51546,0
1365464842210,08,Tuesday,23.11912,113.5156,0
1365464856462,08,Tuesday,23.11916,113.51574,0
1365464870714,08,Tuesday,23.11918,113.5159,0
1365464884966,08,Tuesday,23.11912,113.51619,0
1365464899218,08,Tuesday,23.11895,113.51643,0
1365464913470,08,Tuesday,23.1187,113.51656,0
1365464927722,08,Tuesday,23.11843,113.51659,0
1365464941974,08,Tuesday,23.11828,113.51655,0
1365464956226,08,Tuesday,23.11817,113.51648,0
1365464970478,08,Tuesday,23.1181,113.51643,0
1365464984730,08,Tuesday,23.11798,113.51629,0
1365464998982,08,Tuesday,23.11791,113.51614,0
1365465013234,08,Tuesday,23.11785,113.51595,0
1365465027486,08,Tuesday,23.11774,113.51521,0
1365465041738,08,Tuesday,23.11769,113.51491,0
1365465055990,08,Tuesday,23.11766,113.51473,0
1365465070242,08,Tuesday,23.11751,113.51408,0
1365465084494,08,Tuesday,23.11693,113.51267,0
1365465098746,08,Tuesday,23.11678,113.5122,0
1365465112998,08,Tuesday,23.11662,113.51191,0
1365465127250,08,Tuesday,23.11659,113.51185,0
1365465141502,08,Tuesday,23.11652,113.51157,0
1365465155754,08,Tuesday,23.11641,113.51139,0
1365465170006,08,Tuesday,23.11628,113.51073,0
1365465184258,08,Tuesday,23.1158,113.50838,0
1365465198510,08,Tuesday,23.11537,113.50623,0
1365465212762,08,Tuesday,23.11528,113.50572,0
1365465227014,08,Tuesday,23.11511,113.50426,0
1365465241266,08,Tuesday,23.11502,113.50297,0
1365465255518,08,Tuesday,23.11498,113.50173,0
1365465269770,08,Tuesday,23.11485,113.49734,0
1365465284022,08,Tuesday,23.11496,113.49626,0
1365465298274,08,Tuesday,23.11528,113.49407,0
1365465312526,08,Tuesday,23.1154,113.4931,0
1365465326778,08,Tuesday,23.11544,113.49205,0
1365465341030,08,Tuesday,23.11542,113.49108,0
1365465355282,08,Tuesday,23.11534,113.49036,0
1365465369534,08,Tuesday,23.11531,113.49012,0
1365465383786,08,Tuesday,23.11497,113.48833,0
1365465398038,08,Tuesday,23.11459,113.48672,0
1365465412290,08,Tuesday,23.11407,113.4846,0
1365465426542,08,Tuesday,23.114,113.48419,0
1365465440794,08,Tuesday,23.11391,113.48357,0
