timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1365550756809,08,Wednesday,23.13892146,113.37675417,1
1365550762700,08,Wednesday,23.08785,113.5204,0
1365550768591,08,Wednesday,23.0873,113.52059,0
1365550774482,08,Wednesday,23.08691,113.52075,0
1365550780373,08,Wednesday,23.08675,113.52086,0
1365550786264,08,Wednesday,23.08656,113.52089,0
1365550792155,08,Wednesday,23.08628,113.5211,0
1365550798046,08,Wednesday,23.08516,113.52208,0
1365550803937,08,Wednesday,23.08479,113.52232,0
1365550809828,08,Wednesday,23.08462,113.52232,0
1365550815719,08,Wednesday,23.08441,113.52226,0
1365550821610,08,Wednesday,23.08431,113.52217,0
1365550827501,08,Wednesday,23.0842,113.522,0
1365550833392,08,Wednesday,23.08393,113.52138,0
1365550839283,08,Wednesday,23.08375,113.52056,0
1365550845174,08,Wednesday,23.08365,113.52013,0
1365550851065,08,Wednesday,23.08355,113.51984,0
1365550856956,08,Wednesday,23.08338,113.51957,0
1365550862847,08,Wednesday,23.08318,113.51932,0
1365550868738,08,Wednesday,23.08313,113.51913,0
1365550874629,08,Wednesday,23.08305,113.51882,0
1365550880520,08,Wednesday,23.08279,113.51777,0
1365550886411,08,Wednesday,23.0823,113.51525,0
1365550892302,08,Wednesday,23.08224,113.51491,0
1365550898193,08,Wednesday,23.08219,113.51442,0
1365550904084,08,Wednesday,23.08217,113.51378,0
1365550909975,08,Wednesday,23.08218,113.5133,0
1365550915866,08,Wednesday,23.08228,113.51224,0
1365550921757,08,Wednesday,23.08287,113.50698,0
1365550927648,08,Wednesday,23.083,113.50573,0
1365550933539,08,Wednesday,23.08303,113.50559,0
1365550939430,08,Wednesday,23.08308,113.5051,0
1365550945321,08,Wednesday,23.08317,113.50433,0
1365550951212,08,Wednesday,23.08319,113.50402,0
1365550957103,08,Wednesday,23.08319,113.50307,0
1365550962994,08,Wednesday,23.08315,113.50237,0
1365550968885,08,Wednesday,23.08301,113.50131,0
1365550974776,08,Wednesday,23.08297,113.5004,0
1365550980667,08,Wednesday,23.08299,113.50003,0
1365550986558,08,Wednesday,23.08307,113.4995,0
1365550992449,08,Wednesday,23.08318,113.49894,0
1365550998340,08,Wednesday,23.08331,113.4985,0
1365551004231,08,Wednesday,23.08343,113.49822,0
1365551010122,08,Wednesday,23.08357,113.49794,0
1365551016013,08,Wednesday,23.08384,113.49745,0
1365551021904,08,Wednesday,23.08418,113.49696,0
1365551027795,08,Wednesday,23.08448,113.49656,0
1365551033686,08,Wednesday,23.08536,113.49555,0
1365551039577,08,Wednesday,23.08567,113.49516,0
1365551045468,08,Wednesday,23.08595,113.49474,0
1365551051359,08,Wednesday,23.08648,113.49357,0
1365551057250,08,Wednesday,23.08657,113.49336,0
1365551063141,08,Wednesday,23.08667,113.49291,0
1365551069032,08,Wednesday,23.08702,113.49094,0
1365551074923,08,Wednesday,23.08739,113.48913,0
1365551080814,08,Wednesday,23.08763,113.48804,0
1365551086705,08,Wednesday,23.08773,113.48769,0
1365551092596,08,Wednesday,23.088,113.48689,0
1365551098487,08,Wednesday,23.08825,113.48639,0
1365551104378,08,Wednesday,23.08845,113.48609,0
1365551110269,08,Wednesday,23.08869,113.48577,0
1365551116160,08,Wednesday,23.0892,113.4852,0
1365551122051,08,Wednesday,23.08989,113.48455,0
1365551127942,08,Wednesday,23.09138,113.4832,0
1365551133833,08,Wednesday,23.09216,113.4824,0
1365551139724,08,Wednesday,23.09239,113.48213,0
1365551145615,08,Wednesday,23.09257,113.4818,0
