1365955400005|1365939026421|23.12407833|113.36861862|-25.0|18.0|156.7|1.677051
1365955699822|1
1365961195107|0
1365961198025|1
1365963092748|0
1365963095455|1
1365964943537|0
1365964946386|1
1365966794475|0
1365966797024|1
1365968645390|0
1365968648031|1
1365970496360|0
1365970499948|1
1365972337301|0
1365972340141|1
1365974178411|0
1365974181072|1
1365976648968|0
1365976651474|1
1365978498433|0
1365978500648|1
1365980375800|0
1365980377723|1
1365981461603|1365939026421|23.12407833|113.36861862|-25.0|18.0|156.7|1.677051
1365982085256|1
1365982361884|2
1365982392559|1365982353850|23.12378108|113.36959219|-23.5|20.0|8.5|13.509256
1365982411723|1
1365988737011|0
1365988738841|1
1365989393994|0
1365989395475|1
1365997266005|0
1365997267466|1
1366001856021|2
1366001870903|1366001851000|23.16386792|113.51528865|5.199999809265137|21.0|0.0|0.0
1366001887020|1
1366003284167|0
1366003286475|1
1366004244821|2
1366004250346|1
1366005089619|2
1366005224705|1
1366006584380|2
1366006623630|1
1366007249634|2
1366007302243|1
1366013811724|1366001851000|23.16386792|113.51528865|5.199999809265137|21.0|0.0|0.0
1366014145073|1
1366023781357|0
1366023783202|1
1366024081801|2
1366024086456|1
1366028365817|1366001851000|23.16386792|113.51528865|5.199999809265137|21.0|0.0|0.0
1366028371001|1
1366032410434|0
1366032412479|1
1366035062795|0
1366035065236|1
1366035363276|2
1366035422960|1
1366036167868|0
1366036170607|1
1366040927878|1366001851000|23.16386792|113.51528865|5.199999809265137|21.0|0.0|0.0
1366040930709|1
