1365524354100|0
1365524356762|1
1365549238158|0
1365549240472|1
1365550738668|2
1365550756809|1365550724000|23.13892146|113.37675417|4.300000190734863|15.0|0.0|0.0
1365550757082|1
1365551939098|2
1365551946918|1365551913868|23.0876721|113.51970816|19.299999237060547|25.0|26.8|1.5
1365551947062|1
1365559138664|2
1365559198376|1
1365559738412|2
1365559798371|1
1365563338778|2
1365563398353|1
1365565738537|2
1365565773500|1
1365566338795|2
1365566398810|1
1365567556627|2
1365567622678|1
1365568383747|0
1365568385524|1
1365569151977|1365551913868|23.0876721|113.51970816|19.299999237060547|25.0|26.8|1.5
1365569466758|1
1365570124666|2
1365570246798|1
1365570652075|2
1365570748583|1
1365571316567|2
1365571380612|1
1365571855665|2
1365571987595|1
1365574548588|0
1365574551392|1
1365576649799|2
1365576706222|1
1365579069754|2
1365579196279|1
1365582141124|1365551913868|23.0876721|113.51970816|19.299999237060547|25.0|26.8|1.5
1365582170045|1
1365584838232|2
1365584898744|1
1365585209259|0
1365585211172|1
1365585889090|0
1365585891595|1
1365586189446|2
1365586249268|1
1365587389236|2
1365587449281|1
1365587862408|0
1365587865642|1
1365588162747|2
1365588222554|1
1365591095095|0
1365591096673|1
1365591395381|2
1365591455260|1
1365594395340|2
1365594402248|1365594366000|23.08700916|113.5186127|64.30000305175781|19.0|0.0|0.0
1365594402430|1
1365595103189|0
1365595106419|1
1365597203840|2
1365597263593|1
1365607357613|0
1365607360145|1
