1366215920390|0
1366215923257|1
1366218179944|0
1366218181500|1
1366220649148|0
1366220653523|1
1366222509480|0
1366222512749|1
1366224380046|0
1366224382592|1
1366226250783|0
1366226253626|1
1366228121427|0
1366228123785|1
1366229989014|0
1366229992425|1
1366231856568|0
1366231859597|1
1366233714368|0
1366233717023|1
1366235584825|0
1366235587613|1
1366237455141|0
1366237457209|1
1366239325851|0
1366239328624|1
1366246278494|0
1366246281665|1
1366251173595|0
1366251176963|1
1366251530530|2
1366251578785|1
1366252075317|2
1366252107751|1
1366255451317|0
1366255453853|1
1366255816761|2
1366255958750|1
1366257866755|1366001851000|23.16386792|113.51528865|5.199999809265137|21.0|0.0|0.0
1366257992687|1
1366259311873|0
1366259313833|1
1366267813204|0
1366267816358|1
1366268153732|2
1366268164806|1
1366268165143|2
1366268165889|1
1366268898612|0
1366268902769|1
1366268902776|2
1366268934426|1366268894000|23.08789009|113.52165334|127.69999694824219|26.0|0.0|0.0
1366268953437|1
1366277301842|0
1366277303876|1
1366278557127|0
1366278558456|1
1366280493212|0
1366280496824|1
1366280793552|2
1366280853357|1
1366282475240|0
1366282477514|1
1366282505585|0
1366282507468|1
1366284683441|0
1366284686392|1
1366284865156|0
1366284867087|1
1366285765672|2
1366285825430|1
1366288047209|0
1366288049126|1
1366292980252|0
1366292983628|1
1366296427467|0
1366296429054|1
