1366905628092|0
1366905629872|1
1366907883081|0
1366907884966|1
1366909830465|0
1366909832416|1
1366912278038|0
1366912280455|1
1366914135949|0
1366914138709|1
1366916006985|0
1366916009447|1
1366917864615|0
1366917868471|1
1366919745666|0
1366919749317|1
1366921603976|0
1366921606519|1
1366923484644|0
1366923487506|1
1366925342307|0
1366925344531|1
1366934677641|2
1366934695595|1366934640839|23.08848621|113.5215037|31.899999618530273|14.0|117.9|3.5794554
1366934695772|1
1366939672610|0
1366939677576|1
1366939800474|0
1366939803660|1
1366940097976|2
1366940157766|1
1366942214592|0
1366942217699|1
1366946541012|0
1366946544536|1
1366952336430|1366934640839|23.08848621|113.5215037|31.899999618530273|14.0|117.9|3.5794554
1366952368214|1
1366952666754|2
1366952759636|1
1366955036882|2
1366955044784|1
1366955637101|2
1366955778545|1
1366956236713|2
1366956296975|1
1366957904985|0
1366957908215|1
1366958205208|2
1366958265135|1
1366958805088|2
1366958865212|1
1366960630562|2
1366960639548|1366960590106|23.13577368|113.50779497|25.299999237060547|14.0|0.0|1.0
1366960670536|1
1366961903168|1366960590106|23.13577368|113.50779497|25.299999237060547|14.0|0.0|1.0
1366961934570|1
1366965203312|2
1366965329901|1
1366966403400|2
1366966413921|1366966366000|23.08459565|113.51839067|56.0|26.0|345.2|8.732124
1366966494986|1
1366967623835|2
1366967693545|1
1366969614571|0
1366969616264|1
1366970705534|1366966366000|23.08459565|113.51839067|56.0|26.0|345.2|8.732124
1366970756434|1366970708289|23.11739497|113.46949605|18.899999618530273|47.0|280.2|19.347157
1366970758528|1
1366973426814|2
1366973453706|1
1366974175236|0
1366974176718|1
1366974781584|0
1366974783525|1
1366977301688|0
1366977303866|1
1366978071314|0
1366978073469|1
1366980066837|0
1366980068890|1
1366980367086|2
1366980389838|1
1366983037986|0
1366983612344|0
1366983615614|1
