index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1364339740410,08,Wednesday,1364339708000,23.12492474,113.36224568,15.5,184.0,0.0,0.0
2,1364339856318,08,Wednesday,1364339824000,23.12474928,113.36287379,107.4000015258789,54.0,308.3,0.5
3,1364340010530,08,Wednesday,1364339978000,23.1247648,113.36256759,37.79999923706055,124.0,31.0,0.5
4,1364340097321,08,Wednesday,1364340065000,23.12472375,113.36236247,16.399999618530273,60.0,66.5,0.5
5,1364340435356,08,Wednesday,1364340403000,23.12475327,113.36151957,2.0999999046325684,24.0,164.9,1.0
6,1364340555979,08,Wednesday,1364340523631,23.12486523,113.36052528,35.70000076293945,34.0,101.3,12.5025
7,1364340677207,08,Wednesday,1364340644634,23.1236854,113.36965925,0.4000000059604645,23.0,0.9,15.0
8,1364340795993,08,Wednesday,1364340763657,23.13939261,113.37081109,32.900001525878906,11.0,14.3,13.759088
9,1364340917015,08,Wednesday,1364340884670,23.1371195,113.38457678,3.5,20.0,105.8,17.257244
10,1364341037069,08,Wednesday,1364341004630,23.13219253,113.40503855,-6.599999904632568,21.0,104.6,19.256493
11,1364341156030,08,Wednesday,1364341123633,23.1269252,113.42500813,37.5,7.0,106.9,20.256172
12,1364341277057,08,Wednesday,1364341244619,23.12215994,113.44306096,20.700000762939453,18.0,105.5,16.0
13,1364341398059,08,Wednesday,1364341365640,23.11755836,113.46187323,22.299999237060547,27.0,97.8,17.0
14,1364341517080,08,Wednesday,1364341484640,23.1169199,113.48118383,29.200000762939453,10.0,75.8,17.257244
15,1364341638093,08,Wednesday,1364341605652,23.11812706,113.50251409,6.199999809265137,17.0,75.5,20.006248
16,1364341757081,08,Wednesday,1364341724673,23.10560502,113.5097846,12.300000190734863,22.0,158.3,19.25
17,1364341879129,08,Wednesday,1364341846692,23.08715684,113.5172807,11.100000381469727,16.0,136.6,7.5
18,1364341998110,08,Wednesday,1364341965645,23.08729018,113.51890229,31.600000381469727,9.0,103.2,1.5811388
19,1364342120105,08,Wednesday,1364342087613,23.08705571,113.52040636,107.69999694824219,29.0,15.4,1.0
20,1364342241145,08,Wednesday,1364342208625,23.08764513,113.52156031,104.30000305175781,37.0,106.2,0.70710677
21,1364342359138,08,Wednesday,1364342326672,23.08878018,113.52283474,13.0,18.0,358.7,3.0923293
22,1364365946712,15,Wednesday,1364365913000,23.09424844,113.47764468,12.600000381469727,10.0,0.0,0.0
23,1364366547990,15,Wednesday,1364366511929,23.10313724,113.43516453,6.400000095367432,26.0,274.4,17.278961
24,1364367261875,15,Wednesday,1364367227000,23.12410083,113.39623729,-9.899999618530273,13.0,0.0,0.0
25,1364367807410,16,Wednesday,1364367772000,23.12329049,113.39626191,-5.5,195.0,0.0,0.0
26,1364369001545,16,Wednesday,1364368955000,23.11574551,113.39015487,-20.600000381469727,49.0,0.0,0.0
27,1364370225140,16,Wednesday,1364368955000,23.11574551,113.39015487,-20.600000381469727,49.0,0.0,0.0
28,1364370254670,16,Wednesday,1364370218081,23.08935324,113.48662552,-0.4000000059604645,45.0,101.0,12.789156
29,1364384258572,20,Wednesday,1364384215188,23.08758795,113.52008057,1.7999999523162842,43.0,133.3,1.0
30,1364385405535,20,Wednesday,1364385368207,23.12376849,113.43802259,-5.5,23.0,284.8,16.81703
31,1364386016099,21,Wednesday,1364385980193,23.12826418,113.36846124,1.600000023841858,27.0,196.3,10.065411
