index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1365911152646,12,Sunday,1365851429000,23.14021383,113.33771048,10.399999618530273,34.0,0.0,0.5
2,1365915830553,14,Sunday,1365915814000,23.12469395,113.36170007,21.200000762939453,49.0,0.0,0.0
3,1365918447949,14,Sunday,1365915814000,23.12469395,113.36170007,21.200000762939453,49.0,0.0,0.0
4,1365918458409,14,Sunday,1365918445000,23.13874288,113.33792421,15.899999618530273,26.0,218.3,2.0
5,1365918591744,14,Sunday,1365918578284,23.13863746,113.33694799,23.600000381469727,51.0,302.1,0.9013878
6,1365918707555,14,Sunday,1365918686307,23.1384265,113.33588881,148.39999389648438,32.0,359.4,1.118034
7,1365918816414,14,Sunday,1365918803307,23.137926,113.33566234,236.89999389648438,36.0,224.4,3.354102
8,1365927735671,17,Sunday,1365927657510,23.13181055,113.32459124,94.5,32.0,300.9,3.0923293
9,1365930688817,18,Sunday,1365927657510,23.13181055,113.32459124,94.5,32.0,300.9,3.0923293
10,1365930709477,18,Sunday,1365930695000,23.13311747,113.32498629,70.69999694824219,50.0,315.9,0.5
11,1365931007737,18,Sunday,1365930994000,23.13182846,113.3242513,-0.30000001192092896,64.0,0.0,0.0
12,1365932976592,18,Sunday,1365932962465,23.13166262,113.32520222,36.70000076293945,25.0,30.7,2.5
13,1365934189527,19,Sunday,1365934152450,23.12061624,113.35856424,35.70000076293945,48.0,326.3,1.75
14,1365935948370,19,Sunday,1365935934418,23.12197453,113.35935467,5.900000095367432,39.0,148.1,12.539936
15,1365939041155,20,Sunday,1365939026421,23.12407833,113.36861862,-25.0,18.0,156.7,1.677051
16,1365954074971,00,Monday,1365939026421,23.12407833,113.36861862,-25.0,18.0,156.7,1.677051
