index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1365824863663,12,Saturday,1365780657000,23.12434921,113.36236223,52.0,50.0,0.0,0.0
2,1365825014577,12,Saturday,1365825008000,23.12474862,113.36272253,41.099998474121094,62.0,0.0,0.0
3,1365825134634,12,Saturday,1365825128000,23.12482208,113.36280621,65.80000305175781,137.0,0.0,0.0
4,1365825644875,13,Saturday,1365825639000,23.12451097,113.36307682,65.0,124.0,0.0,0.0
5,1365825854969,13,Saturday,1365825849000,23.12501026,113.36199048,60.0,146.0,0.0,0.0
6,1365825981707,13,Saturday,1365825976000,23.1247042,113.36263789,64.0,46.0,0.0,0.0
7,1365826095075,13,Saturday,1365826089000,23.12483327,113.36204651,59.20000076293945,83.0,0.0,0.0
8,1365826215134,13,Saturday,1365826209000,23.1248665,113.36247663,60.400001525878906,146.0,0.0,0.0
9,1365826352731,13,Saturday,1365826347000,23.12469858,113.36233927,60.0,64.0,0.0,0.0
10,1365826442764,13,Saturday,1365826437000,23.12462895,113.36239301,35.70000076293945,48.0,0.0,0.0
11,1365826563764,13,Saturday,1365826558000,23.12473146,113.36229799,38.400001525878906,55.0,0.0,0.0
12,1365826711773,13,Saturday,1365826706000,23.12447207,113.36260127,29.600000381469727,62.0,0.0,0.0
13,1365826815420,13,Saturday,1365826809000,23.12494166,113.36196438,12.399999618530273,168.0,0.0,0.0
14,1365827085529,13,Saturday,1365827079000,23.12440908,113.36268491,40.900001525878906,144.0,0.0,0.0
15,1365827414932,13,Saturday,1365827079000,23.12440908,113.36268491,40.900001525878906,144.0,0.0,0.0
16,1365831033065,14,Saturday,1365827079000,23.12440908,113.36268491,40.900001525878906,144.0,0.0,0.0
17,1365846192745,18,Saturday,1365846185000,23.13435238,113.3429209,14.800000190734863,9.0,0.0,0.559017
18,1365849383314,19,Saturday,1365849375529,23.13693045,113.34006642,23.5,26.0,297.9,0.25
19,1365850583179,19,Saturday,1365850575543,23.13872751,113.33687869,53.20000076293945,33.0,301.4,1.0
20,1365851437258,20,Saturday,1365851429000,23.14021383,113.33771048,10.399999618530273,34.0,0.0,0.5
