index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1367206446528,12,Monday,1367146723035,23.11129616,113.39786165,-6.900000095367432,21.0,295.7,8.25
2,1367206476677,12,Monday,1367206448000,23.12326099,113.36712408,4.699999809265137,30.0,0.0,0.0
3,1367229098906,18,Monday,1367206448000,23.12326099,113.36712408,4.699999809265137,30.0,0.0,0.0
4,1367229114130,18,Monday,1367229085751,23.09063151,113.38541498,4.699999809265137,11.0,31.8,2.1360009
5,1367229348628,18,Monday,1367229327759,23.08996771,113.38698509,13.0,19.0,71.0,0.5
6,1367229473061,18,Monday,1367229451788,23.08922115,113.38706185,15.100000381469727,39.0,155.4,2.5124688
7,1367229611269,19,Monday,1367229567720,23.08929258,113.38456115,-298.29998779296875,33.0,286.7,1.0307764
8,1367229710701,19,Monday,1367229688828,23.08826003,113.38617434,-1.7999999523162842,25.0,243.5,0.25
9,1367229828686,19,Monday,1367229806846,23.08779141,113.38569631,8.5,13.0,173.5,1.118034
10,1367229949744,19,Monday,1367229929000,23.08744879,113.38548177,-7.800000190734863,10.0,165.1,1.25
11,1367230070151,19,Monday,1367230049001,23.08681158,113.38544978,-17.100000381469727,17.0,115.7,0.559017
12,1367230183686,19,Monday,1367230162782,23.08659501,113.38619903,-52.099998474121094,16.0,45.0,51.08877
13,1367230304923,19,Monday,1367230284000,23.08621416,113.38592144,-11.899999618530273,24.0,0.0,0.0
14,1367230428990,19,Monday,1367230407781,23.08638681,113.38591457,-3.5,9.0,308.0,0.25
15,1367230549830,19,Monday,1367230525000,23.08624259,113.38565717,33.400001525878906,39.0,0.0,0.0
16,1367230665900,19,Monday,1367230645786,23.0863738,113.38584772,7.400000095367432,19.0,330.3,0.25
17,1367230784897,19,Monday,1367230764779,23.08635101,113.38577556,-32.0,12.0,0.0,0.0
18,1367230905899,19,Monday,1367230885794,23.08629347,113.3859968,-5.5,15.0,310.9,0.559017
19,1367231025006,19,Monday,1367231004780,23.08631627,113.38582455,7.5,8.0,281.1,0.25
20,1367231144945,19,Monday,1367231124779,23.08622424,113.3860122,-13.800000190734863,17.0,126.2,0.25
21,1367231264951,19,Monday,1367231244774,23.086295,113.38594749,-14.199999809265137,11.0,0.0,0.0
22,1367231384933,19,Monday,1367231364777,23.08633769,113.38588503,-24.899999618530273,14.0,323.6,0.559017
23,1367231503176,19,Monday,1367231483000,23.08642792,113.38582373,-8.300000190734863,15.0,0.0,0.0
24,1367231623195,19,Monday,1367231603000,23.08634033,113.38581811,6.599999904632568,6.0,0.0,0.0
25,1367231744949,19,Monday,1367231724749,23.08629764,113.3858761,-32.900001525878906,11.0,33.1,1.4142135
26,1367231864939,19,Monday,1367231844770,23.08629499,113.38592064,-16.399999618530273,14.0,298.9,2.828427
27,1367231983962,19,Monday,1367231963791,23.08632281,113.38580812,9.5,4.0,138.9,3.0516388
28,1367232106970,19,Monday,1367232086761,23.08627364,113.38596085,0.0,18.0,0.0,0.0
29,1367232227030,19,Monday,1367232206770,23.08638554,113.38589841,-16.200000762939453,12.0,243.7,0.70710677
30,1367233314639,20,Monday,1367232206770,23.08638554,113.38589841,-16.200000762939453,12.0,243.7,0.70710677
31,1367233321984,20,Monday,1367233299675,23.0862386,113.38595927,1.0,9.0,0.0,0.5
32,1367233439891,20,Monday,1367233418782,23.08627579,113.38595001,-76.80000305175781,12.0,127.6,61.92586
33,1367233605546,20,Monday,1367233538783,23.08642,113.3859739,-51.20000076293945,18.0,0.0,0.0
34,1367233679880,20,Monday,1367233658791,23.08660598,113.38595277,25.200000762939453,16.0,9.3,22.638462
35,1367233887696,20,Monday,1367233778763,23.08620412,113.38600512,40.20000076293945,8.0,9.3,0.5
36,1367233929594,20,Monday,1367233898788,23.08631124,113.38638066,70.0,15.0,92.9,52.75237
37,1367234158395,20,Monday,1367234138000,23.08629242,113.38592212,60.599998474121094,18.0,0.0,0.0
38,1367234399704,20,Monday,1367234378796,23.08639909,113.38600662,-41.70000076293945,16.0,0.0,0.0
39,1367234520347,20,Monday,1367234498805,23.08649929,113.38602877,-67.4000015258789,15.0,0.0,0.0
40,1367234641731,20,Monday,1367234620809,23.08599217,113.38630057,5.800000190734863,21.0,103.9,2.7041636
41,1367234763209,20,Monday,1367234741794,23.08625276,113.38603356,5.699999809265137,10.0,103.9,0.559017
42,1367234892358,20,Monday,1367234871000,23.08624997,113.38567631,-70.0999984741211,50.0,0.0,0.0
43,1367235001870,20,Monday,1367234980000,23.08571888,113.38666486,15.600000381469727,18.0,135.6,37.75
44,1367235125793,20,Monday,1367235102796,23.08551464,113.38574136,-421.1000061035156,39.0,0.0,0.0
45,1367235246537,20,Monday,1367235220807,23.08632713,113.38594041,36.79999923706055,8.0,0.0,0.0
46,1367235405555,20,Monday,1367235341799,23.08658656,113.38564056,34.400001525878906,10.0,281.9,1.8027756
47,1367235482222,20,Monday,1367235460000,23.08703898,113.38529951,22.899999618530273,23.0,0.0,0.0
48,1367235723425,20,Monday,1367235702823,23.08861637,113.38647604,37.400001525878906,18.0,273.7,0.70710677
49,1367235841662,20,Monday,1367235820790,23.08960375,113.38680618,18.899999618530273,9.0,26.0,1.9525625
50,1367235962623,20,Monday,1367235941803,23.09012186,113.3866177,7.400000095367432,14.0,282.5,0.70710677
51,1367236081622,20,Monday,1367236060807,23.09055799,113.38556591,20.0,14.0,337.7,1.0
52,1367236203653,20,Monday,1367236182826,23.09104837,113.3846282,21.299999237060547,19.0,263.3,1.4142135
53,1367236321666,20,Monday,1367236300806,23.09147617,113.38401796,10.300000190734863,10.0,253.2,3.25
54,1367236443652,20,Monday,1367236422783,23.09310924,113.38403128,13.5,19.0,59.7,7.5
55,1367236563682,20,Monday,1367236542795,23.09931719,113.38200857,12.800000190734863,26.0,317.0,0.25
56,1367236683679,20,Monday,1367236662817,23.10058784,113.3744151,-12.600000381469727,19.0,271.4,3.5
57,1367236802688,21,Monday,1367236781801,23.11047664,113.36866083,36.70000076293945,8.0,2.3,15.757935
58,1367236923725,21,Monday,1367236902825,23.12334546,113.37032649,34.099998474121094,19.0,169.9,11.75
59,1367237043731,21,Monday,1367237022816,23.12621547,113.35510541,49.5,21.0,284.0,17.00735
60,1367237172756,21,Monday,1367237151817,23.12850659,113.33672275,263.20001220703125,27.0,322.0,11.672618
61,1367237295009,21,Monday,1367237274000,23.12916014,113.32087197,182.0,37.0,273.6,9.25
62,1367237413932,21,Monday,1367237393000,23.13171989,113.31148755,48.29999923706055,18.0,0.0,0.0
63,1367237528769,21,Monday,1367237507000,23.13178848,113.30709832,-21.600000381469727,40.0,15.8,1.0307764
64,1367237700313,21,Monday,1367237507000,23.13178848,113.30709832,-21.600000381469727,40.0,15.8,1.0307764
65,1367237720814,21,Monday,1367237699839,23.12755451,113.2922253,55.70000076293945,47.0,254.1,17.18284
66,1367237829764,21,Monday,1367237808844,23.12683723,113.28846193,111.4000015258789,38.0,342.5,7.25
