index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1365180881936,01,Saturday,1365155461000,23.12384583,113.36176489,277.70001220703125,36.0,172.2,0.70710677
2,1365213867919,11,Saturday,1365155461000,23.12384583,113.36176489,277.70001220703125,36.0,172.2,0.70710677
3,1365220524091,12,Saturday,1365220517334,23.12786694,113.34497298,133.89999389648438,39.0,176.5,0.75
4,1365221082058,13,Saturday,1365221075289,23.12481793,113.36849829,-10.100000381469727,24.0,187.3,13.756817
5,1365241691294,18,Saturday,1365241683521,23.12336274,113.3620051,98.19999694824219,59.0,109.7,0.5
6,1365244747024,19,Saturday,1365244738565,23.12499171,113.36130545,146.0,9.0,0.0,0.0
7,1365245170038,19,Saturday,1365245161547,23.12499994,113.36226881,60.79999923706055,29.0,356.5,1.3462912
8,1365245771371,19,Saturday,1365245762513,23.12665939,113.3630455,43.599998474121094,26.0,0.0,0.0
9,1365246384283,20,Saturday,1365246375577,23.12869854,113.36433469,89.0,55.0,236.3,0.5
10,1365246980567,20,Saturday,1365246964000,23.12496582,113.36187978,91.5999984741211,28.0,312.6,0.5
