index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1365291405352,08,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
2,1365294651377,09,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
3,1365304690697,12,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
4,1365310889761,14,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
5,1365328099893,18,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
6,1365329334374,19,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
7,1365338082276,21,Sunday,1365291393221,23.13480177,113.3711169,-30.799999237060547,35.0,354.0,14.020075
8,1365338088716,21,Sunday,1365338072661,23.08881799,113.52244372,-17.0,16.0,160.3,1.118034
9,1365338209700,21,Sunday,1365338193663,23.08894117,113.52285419,-7.400000095367432,22.0,231.8,2.0615528
10,1365338337712,21,Sunday,1365338321670,23.08587169,113.51366174,-23.5,14.0,254.4,12.658989
11,1365338456711,21,Sunday,1365338440000,23.08550097,113.50176071,-50.599998474121094,16.0,275.6,11.294357
12,1365338576732,21,Sunday,1365338560674,23.08713416,113.49108232,-61.599998474121094,45.0,305.8,22.276669
13,1365338698098,21,Sunday,1365338682000,23.09465226,113.47718631,-12.199999809265137,48.0,313.2,4.75
14,1365338849095,21,Sunday,1365338833000,23.10004917,113.4625008,25.399999618530273,58.0,293.8,8.0
15,1365338937113,21,Sunday,1365338921000,23.1013946,113.45973156,27.399999618530273,48.0,297.2,13.0
16,1365339207586,21,Sunday,1365339187691,23.10393216,113.44241007,28.700000762939453,25.0,81.5,1.4142135
17,1365339287238,21,Sunday,1365339271696,23.10396479,113.44223062,28.700000762939453,14.0,81.5,2.1360009
18,1365339608864,22,Sunday,1365339271696,23.10396479,113.44223062,28.700000762939453,14.0,81.5,2.1360009
19,1365339613927,22,Sunday,1365339598722,23.10399399,113.44245939,1.7999999523162842,18.0,341.0,0.75
20,1365339916994,22,Sunday,1365339901682,23.10008885,113.44350291,51.400001525878906,11.0,163.4,4.6970735
