index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
1,1365736508535,12,Friday,1365736461169,23.12509169,113.35948521,72.5,35.0,284.5,9.058835
2,1365737099554,12,Friday,1365737052235,23.1280088,113.34328181,3.0,19.0,312.1,1.0
3,1365737702690,12,Friday,1365737655229,23.1271986,113.34052618,149.1999969482422,36.0,6.9,3.0923293
4,1365738814511,12,Friday,1365738767000,23.1276255,113.34100296,5.900000095367432,49.0,0.0,0.70710677
5,1365743020037,14,Friday,1365742972000,23.12814064,113.33795584,131.8000030517578,42.0,0.0,0.0
6,1365758798372,18,Friday,1365758749372,23.11651816,113.28099526,54.0,36.0,81.1,2.236068
7,1365759394451,18,Friday,1365759345505,23.1203332,113.28399106,20.700000762939453,49.0,334.3,0.5
8,1365759999076,18,Friday,1365759950000,23.12419293,113.28076832,18.5,46.0,9.6,2.75
9,1365760577112,18,Friday,1365759950000,23.12419293,113.28076832,18.5,46.0,9.6,2.75
10,1365760585059,18,Friday,1365760536000,23.12986549,113.29082126,11.0,13.0,30.9,3.25
11,1365774747056,22,Friday,1365774745849,23.12468371,113.36240941,99.5,29.0,318.2,1.9525625
12,1365780659038,00,Saturday,1365780657000,23.12434921,113.36236223,52.0,50.0,0.0,0.0
